"시점","자치구별(1)",자치구별(2),행정구역(A),행정구역(A),청소구역(B),청소구역(B),수거지인구율(B/A) (%),배출량(C) (톤/일),처리량(D) (톤/일),수거율(D/C) (%),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일),처리방법 (톤/일)
"시점","자치구별(1)",자치구별(2),면적 (㎢),인구 (명),면적 (㎢),인구 (명),소계,소계,소계,소계,소계,매립,소각,재활용,해역배출,기타
"2015","합계",양천구,17.40,489010,17.40,489010,100.0,1025.1,1025.1,100.0,1025.1,93.1,98.0,834.0,-,-
"2015","합계",강서구,41.44,595691,41.44,595691,100.0,3970.2,3970.2,100.0,3970.2,1109.0,254.4,2606.8,-,-
"2015","합계",구로구,20.12,454604,20.12,454604,100.0,1175.7,1175.7,100.0,1175.7,101.9,122.1,951.7,-,-
"2015","합계",금천구,13.02,256167,13.02,256167,100.0,889.3,889.3,100.0,889.3,173.7,2.3,713.3,-,-
"2015","합계",영등포구,24.53,417811,24.53,417811,100.0,1276.6,1276.6,100.0,1276.6,62.5,133.1,1081.0,-,-
"2015","합계",동작구,16.35,412774,16.35,412774,100.0,1170.9,1170.9,100.0,1170.9,48.0,66.9,1056.0,-,-
"2015","합계",관악구,29.57,529031,29.57,529031,100.0,1319.5,1319.5,100.0,1319.5,102.8,30.8,1185.9,-,-
"2015","합계",서초구,47.00,451258,47.00,451258,100.0,2806.9,2806.9,100.0,2806.9,68.0,117.4,2621.5,-,-
"2015","합계",강남구,39.50,581760,39.50,581760,100.0,3134.6,3134.6,100.0,3134.6,336.4,210.6,2587.6,-,-
"2015","합계",송파구,33.88,667480,33.88,667480,100.0,4142.2,4142.2,100.0,4142.2,155.0,134.0,3853.2,-,-
"2015","합계",강동구,24.59,463321,24.59,463321,100.0,1363.7,1363.7,100.0,1363.7,55.4,64.6,1243.7,-,-
"2016","합계",소계,605.20,10204057,605.20,10204057,100.0,45117.5,45117.5,100.0,45117.5,3257.0,2740.7,39119.8,-,-
"2016","합계",종로구,23.91,161922,23.91,161922,100.0,945.6,945.6,100.0,945.6,58.9,144.3,742.4,-,-
"2016","합계",중구,9.96,134409,9.96,134409,100.0,1511.2,1511.2,100.0,1511.2,67.4,169.4,1274.4,-,-
"2016","합계",용산구,21.87,245102,21.87,245102,100.0,914.9,914.9,100.0,914.9,25.4,84.2,805.3,-,-
"2016","합계",성동구,16.86,307161,16.86,307161,100.0,2254.7,2254.7,100.0,2254.7,512.2,75.1,1667.4,-,-
"2016","합계",광진구,17.06,372104,17.06,372104,100.0,1457.4,1457.4,100.0,1457.4,29.4,64.2,1363.8,-,-
"2016","합계",동대문구,14.22,370312,14.22,370312,100.0,1564.7,1564.7,100.0,1564.7,33.8,95.4,1435.5,-,-
"2016","합계",중랑구,18.50,415677,18.50,415677,100.0,1091.2,1091.2,100.0,1091.2,21.0,90.1,980.1,-,-
"2016","합계",성북구,24.58,461617,24.58,461617,100.0,1664.5,1664.5,100.0,1664.5,19.9,91.7,1552.9,-,-
"2016","합계",강북구,23.60,330704,23.60,330704,100.0,885.1,885.1,100.0,885.1,9.2,67.7,808.2,-,-
"2016","합계",도봉구,20.67,350272,20.67,350272,100.0,745.5,745.5,100.0,745.5,7.8,62.4,675.3,-,-
"2016","합계",노원구,35.44,571212,35.44,571212,100.0,1202.2,1202.2,100.0,1202.2,99.2,113.9,989.1,-,-
"2016","합계",은평구,29.70,495937,29.70,495937,100.0,2010.9,2010.9,100.0,2010.9,66.3,87.8,1856.8,-,-
"2016","합계",서대문구,17.61,325871,17.61,325871,100.0,1255.5,1255.5,100.0,1255.5,38.7,92.8,1124.0,-,-
"2016","합계",마포구,23.84,390887,23.84,390887,100.0,1998.7,1998.7,100.0,1998.7,87.6,121.7,1789.4,-,-
"2016","합계",양천구,17.41,481845,17.41,481845,100.0,1312.3,1312.3,100.0,1312.3,63.5,99.3,1149.5,-,-
"2016","합계",강서구,41.44,602104,41.44,602104,100.0,3846.3,3846.3,100.0,3846.3,830.6,256.7,2759.0,-,-
"2016","합계",구로구,20.12,449600,20.12,449600,100.0,1445.2,1445.2,100.0,1445.2,84.8,124.5,1235.9,-,-
"2016","합계",금천구,13.02,254654,13.02,254654,100.0,1194.3,1194.3,100.0,1194.3,139.6,2.1,1052.6,-,-
"2016","합계",영등포구,24.53,406779,24.53,406779,100.0,1641.7,1641.7,100.0,1641.7,59.7,102.8,1479.2,-,-
"2016","합계",동작구,16.35,413247,16.35,413247,100.0,1801.8,1801.8,100.0,1801.8,25.4,72.7,1703.7,-,-
"2016","합계",관악구,29.57,525607,29.57,525607,100.0,1523.3,1523.3,100.0,1523.3,75.8,56.5,1391.0,-,-
"2016","합계",서초구,46.98,451477,46.98,451477,100.0,1876.1,1876.1,100.0,1876.1,70.4,143.7,1662.0,-,-
"2016","합계",강남구,39.50,572140,39.50,572140,100.0,4009.8,4009.8,100.0,4009.8,618.4,234.8,3156.6,-,-
"2016","합계",송파구,33.88,664946,33.88,664946,100.0,3334.4,3334.4,100.0,3334.4,147.4,161.3,3025.7,-,-
"2016","합계",강동구,24.59,448471,24.59,448471,100.0,3630.2,3630.2,100.0,3630.2,64.6,125.6,3440.0,-,-
"2017","합계",소계,605.24,10124579,605.24,10124579,100.0,45894.0,45894.0,100.0,45894.0,3157.3,2478.3,40258.4,-,-
"2017","합계",종로구,23.91,164257,23.91,164257,100.0,855.6,855.6,100.0,855.6,46.7,110.5,698.4,-,-
"2017","합계",중구,9.96,134593,9.96,134593,100.0,1211.9,1211.9,100.0,1211.9,76.7,183.6,951.6,-,-
"2017","합계",용산구,21.87,244444,21.87,244444,100.0,1564.1,1564.1,100.0,1564.1,41.8,82.2,1440.1,-,-
"2017","합계",성동구,16.86,312711,16.86,312711,100.0,2139.9,2139.9,100.0,2139.9,533.8,72.5,1533.6,-,-
"2017","합계",광진구,17.06,372298,17.06,372298,100.0,1090.9,1090.9,100.0,1090.9,25.6,62.5,1002.8,-,-
"2017","합계",동대문구,14.22,366011,14.22,366011,100.0,1560.5,1560.5,100.0,1560.5,42.7,93.5,1424.3,-,-
"2017","합계",중랑구,18.50,412780,18.50,412780,100.0,1793.4,1793.4,100.0,1793.4,20.7,85.2,1687.5,-,-
"2017","합계",성북구,24.57,455407,24.57,455407,100.0,1163.9,1163.9,100.0,1163.9,21.2,92.0,1050.7,-,-
"2017","합계",강북구,23.60,328002,23.60,328002,100.0,908.1,908.1,100.0,908.1,7.8,64.7,835.6,-,-
"2017","합계",도봉구,20.67,346234,20.67,346234,100.0,641.3,641.3,100.0,641.3,24.7,74.0,542.6,-,-
"2017","합계",노원구,35.44,558075,35.44,558075,100.0,1640.2,1640.2,100.0,1640.2,93.7,101.9,1444.6,-,-
"2017","합계",은평구,29.71,491202,29.71,491202,100.0,2342.4,2342.4,100.0,2342.4,74.1,72.1,2196.2,-,-
"2017","합계",서대문구,17.63,325028,17.63,325028,100.0,1428.7,1428.7,100.0,1428.7,44.4,82.9,1301.4,-,-
"2017","합계",마포구,23.85,385783,23.85,385783,100.0,1944.3,1944.3,100.0,1944.3,48.6,110.2,1785.5,-,-
"2017","합계",양천구,17.41,475018,17.41,475018,100.0,1193.6,1193.6,100.0,1193.6,63.9,94.5,1035.2,-,-
"2017","합계",강서구,41.44,608255,41.44,608255,100.0,3897.1,3897.1,100.0,3897.1,780.3,233.9,2882.9,-,-
"2017","합계",구로구,20.12,441559,20.12,441559,100.0,1454.2,1454.2,100.0,1454.2,87.9,115.8,1250.5,-,-
"2017","합계",금천구,13.02,253491,13.02,253491,100.0,1420.9,1420.9,100.0,1420.9,143.0,1.9,1276.0,-,-
"2017","합계",영등포구,24.55,402024,24.55,402024,100.0,3012.7,3012.7,100.0,3012.7,50.5,91.5,2870.7,-,-
"2017","합계",동작구,16.35,408493,16.35,408493,100.0,1228.5,1228.5,100.0,1228.5,51.9,60.2,1116.4,-,-
"2017","합계",관악구,29.57,520929,29.57,520929,100.0,1422.8,1422.8,100.0,1422.8,73.1,67.4,1282.3,-,-
"2017","합계",서초구,46.99,445401,46.99,445401,100.0,2688.4,2688.4,100.0,2688.4,93.7,117.1,2477.6,-,-
"2017","합계",강남구,39.50,561052,39.50,561052,100.0,3067.4,3067.4,100.0,3067.4,560.8,152.5,2354.1,-,-
"2017","합계",송파구,33.87,671173,33.87,671173,100.0,3909.9,3909.9,100.0,3909.9,120.9,163.5,3625.5,-,-
"2017","합계",강동구,24.59,440359,24.59,440359,100.0,2313.3,2313.3,100.0,2313.3,28.8,92.2,2192.3,-,-
"2018","합계",소계,605.24,10049607,605.24,10049607,100.0,46188.4,46188.4,100.0,46188.4,3023.0,2440.8,40724.6,-,-
"2018","합계",종로구,23.91,163026,23.91,163026,100.0,946.5,946.5,100.0,946.5,49.1,86.3,811.1,-,-
"2018","합계",중구,9.96,135633,9.96,135633,100.0,1042.1,1042.1,100.0,1042.1,48.3,148.5,845.3,-,-
"2018","합계",용산구,21.87,245090,21.87,245090,100.0,1155.5,1155.5,100.0,1155.5,28.1,75.9,1051.5,-,-
"2018","합계",성동구,16.86,316463,16.86,316463,100.0,2028.9,2028.9,100.0,2028.9,473.9,69.0,1486.0,-,-
"2018","합계",광진구,17.06,371063,17.06,371063,100.0,1250.8,1250.8,100.0,1250.8,28.4,57.6,1164.8,-,-
"2018","합계",동대문구,14.22,364338,14.22,364338,100.0,1658.0,1658.0,100.0,1658.0,41.0,89.6,1527.4,-,-
"2018","합계",중랑구,18.50,408147,18.50,408147,100.0,1760.5,1760.5,100.0,1760.5,35.3,89.4,1635.8,-,-
"2018","합계",성북구,24.57,447687,24.57,447687,100.0,2388.7,2388.7,100.0,2388.7,66.7,86.3,2235.7,-,-
"2018","합계",강북구,23.60,322915,23.60,322915,100.0,832.8,832.8,100.0,832.8,7.7,69.3,755.8,-,-
"2018","합계",도봉구,20.67,341649,20.67,341649,100.0,706.9,706.9,100.0,706.9,65.3,59.6,582.0,-,-
"2018","합계",노원구,35.44,548160,35.44,548160,100.0,1725.8,1725.8,100.0,1725.8,26.9,165.3,1533.6,-,-
"2018","합계",은평구,29.71,487666,29.71,487666,100.0,2043.5,2043.5,100.0,2043.5,97.8,50.1,1895.6,-,-
"2018","합계",서대문구,17.62,323080,17.62,323080,100.0,1198.7,1198.7,100.0,1198.7,40.5,81.5,1076.7,-,-
"2018","합계",마포구,23.85,386359,23.85,386359,100.0,1519.9,1519.9,100.0,1519.9,125.2,104.7,1290.0,-,-
"2018","합계",양천구,17.41,468145,17.41,468145,100.0,1063.1,1063.1,100.0,1063.1,70.6,85.2,907.3,-,-
"2018","합계",강서구,41.44,603611,41.44,603611,100.0,3779.2,3779.2,100.0,3779.2,753.3,251.0,2774.9,-,-
"2018","합계",구로구,20.12,438486,20.12,438486,100.0,1423.5,1423.5,100.0,1423.5,86.0,127.3,1210.2,-,-
"2018","합계",금천구,13.02,254021,13.02,254021,100.0,1399.2,1399.2,100.0,1399.2,138.7,1.9,1258.6,-,-
"2018","합계",영등포구,24.55,403600,24.55,403600,100.0,2322.4,2322.4,100.0,2322.4,23.7,107.1,2191.6,-,-
"2018","합계",동작구,16.35,409385,16.35,409385,100.0,1569.0,1569.0,100.0,1569.0,35.3,71.0,1462.7,-,-
"2018","합계",관악구,29.57,520040,29.57,520040,100.0,1506.9,1506.9,100.0,1506.9,92.5,36.8,1377.6,-,-
"2018","합계",서초구,46.98,438163,46.98,438163,100.0,2834.1,2834.1,100.0,2834.1,137.9,93.2,2603.0,-,-
"2018","합계",강남구,39.50,547453,39.50,547453,100.0,4789.0,4789.0,100.0,4789.0,342.0,211.5,4235.5,-,-
"2018","합계",송파구,33.87,673507,33.87,673507,100.0,2915.1,2915.1,100.0,2915.1,161.5,137.9,2615.7,-,-
"2018","합계",강동구,24.59,431920,24.59,431920,100.0,2328.3,2328.3,100.0,2328.3,47.3,84.8,2196.2,-,-
"2019","합계",소계,605.24,10010983,605.24,10010983,100.0,47642.9,47642.9,100.0,47642.9,1953.0,2518.6,42161.0,-,1010.3
"2019","합계",종로구,23.91,161869,23.91,161869,100.0,860.1,860.1,100.0,860.1,51.9,80.0,728.0,-,0.2
"2019","합계",중구,9.96,136488,9.96,136488,100.0,1459.8,1459.8,100.0,1459.8,58.8,135.4,1265.6,-,-
"2019","합계",용산구,21.87,245185,21.87,245185,100.0,1137.4,1137.4,100.0,1137.4,48.1,71.7,1008.5,-,9.1
"2019","합계",성동구,16.86,308979,16.86,308979,100.0,2168.3,2168.3,100.0,2168.3,318.8,113.8,1436.1,-,299.6
"2019","합계",광진구,17.06,366972,17.06,366972,100.0,1373.2,1373.2,100.0,1373.2,24.2,59.3,1289.3,-,0.4
"2019","합계",동대문구,14.22,363023,14.22,363023,100.0,1357.9,1357.9,100.0,1357.9,21.9,103.2,1232.6,-,0.2
"2019","합계",중랑구,18.50,402024,18.50,402024,100.0,1580.8,1580.8,100.0,1580.8,26.9,93.7,1459.7,-,0.5
"2019","합계",성북구,24.57,454744,24.57,454744,100.0,1345.4,1345.4,100.0,1345.4,11.2,87.2,1246.2,-,0.8
"2019","합계",강북구,23.60,317695,23.60,317695,100.0,847.5,847.5,100.0,847.5,7.7,69.0,770.8,-,-
"2019","합계",도봉구,20.66,335631,20.66,335631,100.0,802.1,802.1,100.0,802.1,60.0,76.1,623.2,-,42.8
"2019","합계",노원구,35.44,537303,35.44,537303,100.0,1575.4,1575.4,100.0,1575.4,103.1,106.1,1364.8,-,1.4
"2019","합계",은평구,29.71,484546,29.71,484546,100.0,2303.7,2303.7,100.0,2303.7,108.0,50.4,2144.9,-,0.4
"2019","합계",서대문구,17.63,323171,17.63,323171,100.0,1587.9,1587.9,100.0,1587.9,33.5,64.3,1489.6,-,0.5
"2019","합계",마포구,23.85,385925,23.85,385925,100.0,1956.9,1956.9,100.0,1956.9,56.1,151.9,1748.7,-,0.2
"2019","합계",양천구,17.41,462285,17.41,462285,100.0,1089.9,1089.9,100.0,1089.9,66.2,101.4,922.3,-,-
"2019","합계",강서구,41.44,598273,41.44,598273,100.0,2938.2,2938.2,100.0,2938.2,160.2,243.9,2210.5,-,323.6
"2019","합계",구로구,20.12,439371,20.12,439371,100.0,1324.8,1324.8,100.0,1324.8,84.1,131.0,1109.2,-,0.5
"2019","합계",금천구,13.02,251820,13.02,251820,100.0,1931.2,1931.2,100.0,1931.2,132.5,1.2,1796.7,-,0.8
"2019","합계",영등포구,24.55,400986,24.55,400986,100.0,2540.7,2540.7,100.0,2540.7,62.0,100.3,2374.6,-,3.8
"2019","합계",동작구,16.35,408912,16.35,408912,100.0,1503.7,1503.7,100.0,1503.7,27.7,67.3,1408.7,-,-
"2019","합계",관악구,29.57,517334,29.57,517334,100.0,1658.6,1658.6,100.0,1658.6,89.0,39.3,1530.2,-,0.1
"2019","합계",서초구,46.98,435107,46.98,435107,100.0,3772.1,3772.1,100.0,3772.1,84.4,129.7,3557.7,-,0.3
"2019","합계",강남구,39.50,550209,39.50,550209,100.0,3667.2,3667.2,100.0,3667.2,112.3,203.5,3055.1,-,296.3
"2019","합계",송파구,33.87,682741,33.87,682741,100.0,2324.8,2324.8,100.0,2324.8,153.6,128.2,2035.2,-,7.8
"2019","합계",강동구,24.59,440390,24.59,440390,100.0,4535.3,4535.3,100.0,4535.3,50.8,110.7,4352.8,-,21.0
