"동별(1)","동별(2)",시점,세대 (세대),합계,합계,한국인,한국인,외국인,외국인
"동별(1)","동별(2)",시점,소계,남자,여자,남자,여자,남자,여자
"합계","소계",2020. 01,4334918,4879357,5137658,4745088,4988421,134269,149237
"합계","소계",2020. 02,4345877,4879577,5140430,4745133,4991829,134444,148601
"합계","소계",2020. 03,4354006,4874995,5138786,4742217,4991438,132778,147348
"합계","소계",2020. 04,4361645,4869096,5133550,4737843,4988944,131253,144606
"합계","소계",2020. 05,4373610,4863397,5127535,4735431,4989065,127966,138470
"합계","소계",2020. 06,4384076,4859501,5126151,4732275,4988571,127226,137580
"합계","소계",2020. 07,4391545,4854059,5121577,4728872,4986557,125187,135020
"합계","소계",2020. 08,4400154,4847537,5116114,4724585,4983662,122952,132452
"합계","소계",2020. 09,4405833,4840912,5112097,4719170,4980062,121742,132035
"합계","소계",2020. 10,4408498,4833897,5106841,4713716,4975443,120181,131398
"합계","소계",2020. 11,4412343,4826064,5101634,4708321,4971450,117743,130184
"합계","소계",2020. 12,4417954,4816522,5094566,4701723,4966742,114799,127824
"합계","소계",2021. 01,4421022,4807790,5087664,4695999,4961970,111791,125694
"합계","소계",2021. 02,4427814,4799707,5082291,4690282,4958324,109425,123967
"합계","소계",2021. 03,4400403,4774856,5053238,4667524,4930960,107332,122278
"합계","소계",2021. 04,4403263,4769301,5050550,4661711,4927000,107590,123550
"합계","소계",2021. 05,4403381,4762611,5044117,4654720,4920635,107891,123482
"합계","소계",2021. 06,4405638,4756178,5039248,4649442,4916548,106736,122700
"합계","소계",2021. 07,4409964,4751013,5034252,4645177,4912976,105836,121276
"합계","소계",2021. 08,4416816,4745225,5029146,4640740,4909487,104485,119659
"합계","소계",2021. 09,4421143,4739972,5025897,4636069,4906187,103903,119710
"합계","소계",2021. 10,4422587,4734935,5024211,4630630,4901798,104305,122413
"합계","소계",2021. 11,4424222,4729428,5021419,4624290,4896590,105138,124829
"합계","소계",2021. 12,4426007,4721977,5014050,4618040,4891418,103937,122632
"합계","소계",2022. 01,4430541,4719121,5012776,4615631,4890295,103490,122481
"합계","소계",2022. 02,4442586,4718710,5014225,4615823,4892628,102887,121597
"합계","소계",2022. 03,4451444,4716704,5015913,4613910,4892868,102794,123045
"합계","소계",2022. 04,4455106,4713972,5017264,4610082,4890398,103890,126866
"합계","소계",2022. 05,4460604,4711692,5016722,4607440,4889447,104252,127275
"합계","소계",2022. 06,4464840,4709476,5015941,4605655,4889152,103821,126789
"합계","소계",2022. 07,4469392,4707811,5015442,4604405,4888806,103406,126636
"합계","소계",2022. 08,4472975,4704309,5012933,4601295,4887159,103014,125774
"합계","소계",2022. 09,4450525,4685860,4996266,4582361,4868407,103499,127859
"합계","소계",2022. 10,4450389,4682731,4996519,4578459,4865263,104272,131256
"합계","소계",2022. 11,4448660,4680594,4996745,4574781,4862055,105813,134690
"합계","소계",2022. 12,4446296,4675560,4992109,4570048,4858324,105512,133785
"합계","소계",2023. 01,4447861,4672937,4990840,4567739,4857134,105198,133706
"합계","소계",2023. 02,4457982,4672790,4991876,4567957,4859626,104833,132250
"합계","소계",2023. 03,4463385,4672170,4995838,4566299,4860105,105871,135733
"합계","소계",2023. 04,4465391,4670224,4997239,4563512,4859198,106712,138041
"합계","소계",2023. 05,4467999,4668113,4996850,4560702,4858183,107411,138667
"합계","소계",2023. 06,4469158,4664900,4994422,4557609,4856484,107291,137938
"합계","소계",2023. 07,4471174,4662865,4992762,4555784,4855476,107081,137286
"합계","소계",2023. 08,4473734,4660791,4991754,4554020,4855446,106771,136308
"합계","소계",2023. 09,4475726,4660459,4995459,4552501,4855039,107958,140420
"합계","소계",2023. 10,4472603,4656988,4994956,4548150,4852099,108838,142857
"합계","소계",2023. 11,4469374,4652917,4992118,4543055,4847870,109862,144248
"합계","소계",2023. 12,4469417,4649446,4989353,4540031,4846003,109415,143350
"합계","소계",2024. 01,4471017,4647540,4988751,4538354,4845971,109186,142780
"합계","소계",2024. 02,4480607,4646047,4987686,4538306,4848399,107741,139287
"합계","소계",2024. 03,4485819,4644729,4990716,4536128,4848611,108601,142105
"합계","소계",2024. 04,4486137,4641072,4990035,4532115,4846154,108957,143881
"합계","소계",2024. 05,4486224,4637999,4988153,4528234,4843696,109765,144457
"합계","소계",2024. 06,4486014,4634458,4985403,4524862,4841421,109596,143982
"합계","소계",2024. 07,4486857,4631025,4982242,4521316,4839084,109709,143158
"합계","소계",2024. 08,4487525,4627580,4978022,4518536,4837265,109044,140757
"합계","소계",2024. 09,4487671,4625980,4979439,4515791,4835204,110189,144235
"합계","소계",2024. 10,4484218,4623927,4979531,4511734,4831570,112193,147961
"합계","소계",2024. 11,4481533,4621963,4979037,4507664,4827831,114299,151206
"합계","소계",2024. 12,4482063,4619963,4977409,4505355,4826473,114608,150936
"합계","종로구",2020. 01,73925,78272,83834,73688,77527,4584,6307
"합계","종로구",2020. 02,74028,78341,83860,73729,77580,4612,6280
"합계","종로구",2020. 03,74151,78271,83713,73704,77513,4567,6200
"합계","종로구",2020. 04,74299,78116,83472,73563,77373,4553,6099
"합계","종로구",2020. 05,74408,77810,82891,73407,77216,4403,5675
"합계","종로구",2020. 06,74497,77745,82775,73288,77095,4457,5680
"합계","종로구",2020. 07,74605,77627,82539,73214,76969,4413,5570
"합계","종로구",2020. 08,74700,77405,82384,73062,76900,4343,5484
"합계","종로구",2020. 09,74861,77391,82451,73024,76928,4367,5523
"합계","종로구",2020. 10,74835,77123,82301,72847,76856,4276,5445
"합계","종로구",2020. 11,74900,77011,82259,72741,76808,4270,5451
"합계","종로구",2020. 12,75003,76876,82120,72635,76749,4241,5371
"합계","종로구",2021. 01,75060,76708,81873,72528,76597,4180,5276
"합계","종로구",2021. 02,75112,76550,81782,72372,76512,4178,5270
"합계","종로구",2021. 03,74113,75772,80795,71644,75652,4128,5143
"합계","종로구",2021. 04,74178,75666,80659,71567,75546,4099,5113
"합계","종로구",2021. 05,73712,75292,80292,71204,75173,4088,5119
"합계","종로구",2021. 06,73525,75009,80097,70985,75044,4024,5053
"합계","종로구",2021. 07,73453,74780,79816,70810,74882,3970,4934
"합계","종로구",2021. 08,73580,74649,79720,70715,74836,3934,4884
"합계","종로구",2021. 09,73652,74561,79757,70666,74846,3895,4911
"합계","종로구",2021. 10,73613,74402,79813,70552,74794,3850,5019
"합계","종로구",2021. 11,73586,74378,79924,70393,74680,3985,5244
"합계","종로구",2021. 12,73494,74186,79603,70183,74500,4003,5103
"합계","종로구",2022. 01,73541,74146,79510,70117,74426,4029,5084
"합계","종로구",2022. 02,73763,74164,79641,70092,74483,4072,5158
"합계","종로구",2022. 03,73766,74018,79666,69911,74364,4107,5302
"합계","종로구",2022. 04,73773,73858,79738,69722,74283,4136,5455
"합계","종로구",2022. 05,73822,73802,79711,69638,74212,4164,5499
"합계","종로구",2022. 06,73728,73689,79566,69513,74111,4176,5455
"합계","종로구",2022. 07,73756,73671,79575,69463,74084,4208,5491
"합계","종로구",2022. 08,73866,73672,79677,69408,74091,4264,5586
"합계","종로구",2022. 09,72797,72917,79082,68652,73326,4265,5756
"합계","종로구",2022. 10,72758,73005,79398,68601,73260,4404,6138
"합계","종로구",2022. 11,72666,73071,79466,68488,73162,4583,6304
"합계","종로구",2022. 12,72524,72980,79231,68395,72984,4585,6247
"합계","종로구",2023. 01,72479,72906,79092,68314,72909,4592,6183
"합계","종로구",2023. 02,72773,72977,79190,68399,73034,4578,6156
"합계","종로구",2023. 03,72679,72819,79393,68170,72890,4649,6503
"합계","종로구",2023. 04,72644,72711,79302,68079,72812,4632,6490
"합계","종로구",2023. 05,72584,72557,79188,67923,72678,4634,6510
"합계","종로구",2023. 06,72507,72433,78916,67834,72563,4599,6353
"합계","종로구",2023. 07,72440,72354,78758,67747,72459,4607,6299
"합계","종로구",2023. 08,72381,72229,78575,67682,72350,4547,6225
"합계","종로구",2023. 09,72304,72222,78905,67625,72320,4597,6585
"합계","종로구",2023. 10,72132,72023,78654,67466,72140,4557,6514
"합계","종로구",2023. 11,72060,72026,78673,67393,72104,4633,6569
"합계","종로구",2023. 12,72067,71890,78563,67306,72111,4584,6452
"합계","종로구",2024. 01,72101,71823,78528,67240,72138,4583,6390
"합계","종로구",2024. 02,72294,71830,78455,67266,72205,4564,6250
"합계","종로구",2024. 03,72404,71861,78689,67228,72270,4633,6419
"합계","종로구",2024. 04,72479,71786,78661,67138,72294,4648,6367
"합계","종로구",2024. 05,72475,71806,78637,67105,72238,4701,6399
"합계","종로구",2024. 06,72394,71684,78520,67005,72184,4679,6336
"합계","종로구",2024. 07,72429,71654,78390,66956,72137,4698,6253
"합계","종로구",2024. 08,72377,71554,78225,66851,72078,4703,6147
"합계","종로구",2024. 09,72341,71561,78450,66846,72033,4715,6417
"합계","종로구",2024. 10,72248,71505,78319,66783,71977,4722,6342
"합계","종로구",2024. 11,72230,71501,78442,66673,71904,4828,6538
"합계","종로구",2024. 12,72166,71365,78243,66570,71766,4795,6477
"합계","중구",2020. 01,62814,66926,69721,61946,64255,4980,5466
"합계","중구",2020. 02,63016,66958,69761,61964,64295,4994,5466
"합계","중구",2020. 03,63045,66769,69700,61839,64336,4930,5364
"합계","중구",2020. 04,63091,66690,69637,61770,64356,4920,5281
"합계","중구",2020. 05,63234,66544,69452,61747,64373,4797,5079
"합계","중구",2020. 06,63354,66545,69485,61697,64395,4848,5090
"합계","중구",2020. 07,63397,66409,69322,61644,64326,4765,4996
"합계","중구",2020. 08,63540,66350,69227,61651,64339,4699,4888
"합계","중구",2020. 09,63594,66193,69128,61526,64274,4667,4854
"합계","중구",2020. 10,63640,66019,69034,61432,64209,4587,4825
"합계","중구",2020. 11,63666,65940,68993,61363,64142,4577,4851
"합계","중구",2020. 12,63686,65776,68859,61222,64018,4554,4841
"합계","중구",2021. 01,63707,65658,68742,61122,63916,4536,4826
"합계","중구",2021. 02,63789,65506,68604,61018,63818,4488,4786
"합계","중구",2021. 03,63746,65312,68396,60851,63701,4461,4695
"합계","중구",2021. 04,63851,65289,68428,60787,63690,4502,4738
"합계","중구",2021. 05,62847,64631,67768,60106,63027,4525,4741
"합계","중구",2021. 06,62897,64526,67733,60019,62997,4507,4736
"합계","중구",2021. 07,63001,64417,67709,59945,63006,4472,4703
"합계","중구",2021. 08,63130,64287,67637,59868,62984,4419,4653
"합계","중구",2021. 09,63267,64274,67669,59853,63005,4421,4664
"합계","중구",2021. 10,63409,64243,67742,59802,62979,4441,4763
"합계","중구",2021. 11,63493,64222,67808,59743,62930,4479,4878
"합계","중구",2021. 12,63519,64083,67704,59630,62869,4453,4835
"합계","중구",2022. 01,63520,63980,67671,59510,62805,4470,4866
"합계","중구",2022. 02,63644,63883,67541,59446,62721,4437,4820
"합계","중구",2022. 03,63767,63869,67581,59448,62725,4421,4856
"합계","중구",2022. 04,63834,63891,67658,59417,62670,4474,4988
"합계","중구",2022. 05,63880,63916,67762,59368,62686,4548,5076
"합계","중구",2022. 06,63958,63917,67756,59364,62724,4553,5032
"합계","중구",2022. 07,64040,63892,67810,59360,62778,4532,5032
"합계","중구",2022. 08,64011,63849,67679,59309,62651,4540,5028
"합계","중구",2022. 09,63300,63427,67337,58812,62157,4615,5180
"합계","중구",2022. 10,63206,63371,67351,58643,62005,4728,5346
"합계","중구",2022. 11,63167,63465,67537,58610,61935,4855,5602
"합계","중구",2022. 12,63139,63377,67408,58563,61874,4814,5534
"합계","중구",2023. 01,63123,63262,67431,58443,61874,4819,5557
"합계","중구",2023. 02,63492,63390,67472,58557,61998,4833,5474
"합계","중구",2023. 03,63862,63576,67814,58699,62264,4877,5550
"합계","중구",2023. 04,64081,63679,68093,58806,62444,4873,5649
"합계","중구",2023. 05,64260,63779,68219,58845,62501,4934,5718
"합계","중구",2023. 06,64375,63800,68254,58857,62584,4943,5670
"합계","중구",2023. 07,64465,63847,68188,58899,62561,4948,5627
"합계","중구",2023. 08,64558,63749,68192,58840,62642,4909,5550
"합계","중구",2023. 09,64609,63661,68164,58788,62617,4873,5547
"합계","중구",2023. 10,64590,63568,68202,58720,62580,4848,5622
"합계","중구",2023. 11,64586,63531,68342,58631,62599,4900,5743
"합계","중구",2023. 12,64714,63495,68298,58659,62653,4836,5645
"합계","중구",2024. 01,64758,63483,68298,58651,62671,4832,5627
"합계","중구",2024. 02,64972,63492,68189,58711,62708,4781,5481
"합계","중구",2024. 03,65132,63506,68306,58767,62835,4739,5471
"합계","중구",2024. 04,65225,63504,68382,58737,62870,4767,5512
"합계","중구",2024. 05,65230,63509,68454,58673,62858,4836,5596
"합계","중구",2024. 06,65273,63383,68417,58582,62893,4801,5524
"합계","중구",2024. 07,65338,63365,68392,58546,62861,4819,5531
"합계","중구",2024. 08,65373,63323,68303,58512,62907,4811,5396
"합계","중구",2024. 09,65378,63248,68341,58447,62877,4801,5464
"합계","중구",2024. 10,65316,63198,68405,58405,62819,4793,5586
"합계","중구",2024. 11,65120,63174,68504,58247,62684,4927,5820
"합계","중구",2024. 12,64995,62924,68290,58015,62529,4909,5761
"합계","용산구",2020. 01,110457,120025,126019,110701,118684,9324,7335
"합계","용산구",2020. 02,110770,120228,126245,110773,118904,9455,7341
"합계","용산구",2020. 03,110895,119961,126204,110667,118912,9294,7292
"합계","용산구",2020. 04,111037,119826,125961,110604,118765,9222,7196
"합계","용산구",2020. 05,111319,119549,125866,110537,118856,9012,7010
"합계","용산구",2020. 06,111586,119494,125868,110527,118904,8967,6964
"합계","용산구",2020. 07,111800,119123,125796,110438,118994,8685,6802
"합계","용산구",2020. 08,112059,118942,125651,110403,118959,8539,6692
"합계","용산구",2020. 09,112451,119074,125879,110604,119182,8470,6697
"합계","용산구",2020. 10,112699,119099,125910,110754,119290,8345,6620
"합계","용산구",2020. 11,112906,119052,125962,110776,119375,8276,6587
"합계","용산구",2020. 12,113093,118835,125810,110722,119318,8113,6492
"합계","용산구",2021. 01,113267,118702,125766,110700,119345,8002,6421
"합계","용산구",2021. 02,113600,118599,125861,110646,119467,7953,6394
"합계","용산구",2021. 03,112881,118120,125216,110181,118832,7939,6384
"합계","용산구",2021. 04,112940,117978,125164,110038,118717,7940,6447
"합계","용산구",2021. 05,112275,117395,124445,109494,118021,7901,6424
"합계","용산구",2021. 06,111650,116858,123807,108948,117430,7910,6377
"합계","용산구",2021. 07,111635,116542,123520,108709,117268,7833,6252
"합계","용산구",2021. 08,111419,116056,123000,108220,116757,7836,6243
"합계","용산구",2021. 09,111177,115655,122645,107801,116344,7854,6301
"합계","용산구",2021. 10,111067,115524,122597,107607,116106,7917,6491
"합계","용산구",2021. 11,111126,115461,122559,107486,115956,7975,6603
"합계","용산구",2021. 12,111036,115085,122200,107210,115743,7875,6457
"합계","용산구",2022. 01,111010,114866,121933,107050,115523,7816,6410
"합계","용산구",2022. 02,111134,114739,121986,106881,115532,7858,6454
"합계","용산구",2022. 03,111207,114571,121947,106735,115434,7836,6513
"합계","용산구",2022. 04,111293,114525,122048,106645,115364,7880,6684
"합계","용산구",2022. 05,111508,114481,122085,106666,115417,7815,6668
"합계","용산구",2022. 06,111860,114523,122109,106743,115520,7780,6589
"합계","용산구",2022. 07,111948,114492,122049,106743,115519,7749,6530
"합계","용산구",2022. 08,112074,114462,122045,106686,115544,7776,6501
"합계","용산구",2022. 09,109954,113245,120489,105385,113890,7860,6599
"합계","용산구",2022. 10,109936,113223,120473,105303,113799,7920,6674
"합계","용산구",2022. 11,109905,113152,120500,105222,113723,7930,6777
"합계","용산구",2022. 12,109805,113012,120272,105087,113563,7925,6709
"합계","용산구",2023. 01,109734,112910,120130,104974,113438,7936,6692
"합계","용산구",2023. 02,109778,112817,119987,104860,113315,7957,6672
"합계","용산구",2023. 03,109735,112608,119874,104640,113116,7968,6758
"합계","용산구",2023. 04,109712,112532,119779,104580,113031,7952,6748
"합계","용산구",2023. 05,109717,112506,119752,104495,112943,8011,6809
"합계","용산구",2023. 06,109679,112390,119679,104357,112931,8033,6748
"합계","용산구",2023. 07,109674,112194,119506,104221,112821,7973,6685
"합계","용산구",2023. 08,109527,111896,119176,103993,112554,7903,6622
"합계","용산구",2023. 09,109360,111646,119046,103804,112348,7842,6698
"합계","용산구",2023. 10,108907,111044,118567,103398,111999,7646,6568
"합계","용산구",2023. 11,108381,110513,117992,102925,111456,7588,6536
"합계","용산구",2023. 12,107825,109826,117280,102312,110839,7514,6441
"합계","용산구",2024. 01,107328,109316,116765,101793,110382,7523,6383
"합계","용산구",2024. 02,106972,108663,116146,101262,109985,7401,6161
"합계","용산구",2024. 03,106272,107837,115596,100488,109361,7349,6235
"합계","용산구",2024. 04,105240,106851,114657,99566,108403,7285,6254
"합계","용산구",2024. 05,104367,106042,113901,98813,107662,7229,6239
"합계","용산구",2024. 06,104187,105752,113699,98564,107497,7188,6202
"합계","용산구",2024. 07,104057,105480,113343,98357,107246,7123,6097
"합계","용산구",2024. 08,103992,105353,113188,98242,107148,7111,6040
"합계","용산구",2024. 09,103860,105220,113150,98118,107027,7102,6123
"합계","용산구",2024. 10,103504,104928,112847,97840,106623,7088,6224
"합계","용산구",2024. 11,103335,104707,112763,97628,106451,7079,6312
"합계","용산구",2024. 12,103241,104540,112654,97469,106385,7071,6269
"합계","성동구",2020. 01,135732,150663,157968,147020,153390,3643,4578
"합계","성동구",2020. 02,135797,150317,157694,146688,153109,3629,4585
"합계","성동구",2020. 03,135643,149891,157302,146300,152742,3591,4560
"합계","성동구",2020. 04,135563,149353,156863,145833,152416,3520,4447
"합계","성동구",2020. 05,135712,148919,156465,145567,152253,3352,4212
"합계","성동구",2020. 06,135937,148554,156297,145258,152139,3296,4158
"합계","성동구",2020. 07,136030,148249,155935,145030,151866,3219,4069
"합계","성동구",2020. 08,136094,147868,155464,144701,151482,3167,3982
"합계","성동구",2020. 09,136096,147582,155113,144444,151147,3138,3966
"합계","성동구",2020. 10,135978,147253,154881,144059,150836,3194,4045
"합계","성동구",2020. 11,135871,146871,154513,143745,150527,3126,3986
"합계","성동구",2020. 12,135870,146424,154081,143387,150169,3037,3912
"합계","성동구",2021. 01,135862,146124,153788,143151,149952,2973,3836
"합계","성동구",2021. 02,135958,145818,153386,142904,149633,2914,3753
"합계","성동구",2021. 03,135883,145358,153063,142506,149400,2852,3663
"합계","성동구",2021. 04,135884,145183,153047,142277,149257,2906,3790
"합계","성동구",2021. 05,134664,144265,152041,141358,148298,2907,3743
"합계","성동구",2021. 06,134542,143927,151840,141042,148120,2885,3720
"합계","성동구",2021. 07,134493,143673,151596,140811,147892,2862,3704
"합계","성동구",2021. 08,134507,143324,151290,140517,147697,2807,3593
"합계","성동구",2021. 09,134620,143055,151085,140290,147530,2765,3555
"합계","성동구",2021. 10,134517,142835,151019,139958,147216,2877,3803
"합계","성동구",2021. 11,134400,142643,150770,139709,146890,2934,3880
"합계","성동구",2021. 12,134233,142259,150413,139380,146610,2879,3803
"합계","성동구",2022. 01,134126,141984,150174,139135,146381,2849,3793
"합계","성동구",2022. 02,134286,141652,149942,138866,146271,2786,3671
"합계","성동구",2022. 03,134533,141662,149947,138847,146226,2815,3721
"합계","성동구",2022. 04,134437,141499,149929,138581,145992,2918,3937
"합계","성동구",2022. 05,134357,141323,149728,138373,145800,2950,3928
"합계","성동구",2022. 06,134327,141078,149586,138162,145659,2916,3927
"합계","성동구",2022. 07,134387,140954,149476,138046,145572,2908,3904
"합계","성동구",2022. 08,134616,140917,149357,138050,145553,2867,3804
"합계","성동구",2022. 09,133819,140223,148718,137351,144899,2872,3819
"합계","성동구",2022. 10,133599,139966,148598,137075,144619,2891,3979
"합계","성동구",2022. 11,133435,139960,148614,136901,144469,3059,4145
"합계","성동구",2022. 12,133305,139691,148543,136633,144367,3058,4176
"합계","성동구",2023. 01,133293,139477,148416,136442,144265,3035,4151
"합계","성동구",2023. 02,133517,139319,148128,136361,144113,2958,4015
"합계","성동구",2023. 03,133513,139171,148069,136233,144007,2938,4062
"합계","성동구",2023. 04,133503,139093,148168,136059,143921,3034,4247
"합계","성동구",2023. 05,133551,138945,148006,135931,143829,3014,4177
"합계","성동구",2023. 06,133484,138719,147845,135723,143651,2996,4194
"합계","성동구",2023. 07,133464,138541,147725,135562,143580,2979,4145
"합계","성동구",2023. 08,133433,138251,147402,135346,143404,2905,3998
"합계","성동구",2023. 09,133366,138109,147434,135143,143223,2966,4211
"합계","성동구",2023. 10,133253,138065,147397,134979,143056,3086,4341
"합계","성동구",2023. 11,133178,137855,147253,134760,142941,3095,4312
"합계","성동구",2023. 12,133089,137620,147146,134519,142842,3101,4304
"합계","성동구",2024. 01,132985,137443,146942,134390,142700,3053,4242
"합계","성동구",2024. 02,133197,137196,146654,134278,142674,2918,3980
"합계","성동구",2024. 03,133374,137288,146970,134232,142732,3056,4238
"합계","성동구",2024. 04,133297,137208,146933,134161,142686,3047,4247
"합계","성동구",2024. 05,133325,137151,146853,134096,142671,3055,4182
"합계","성동구",2024. 06,133233,136993,146860,133939,142658,3054,4202
"합계","성동구",2024. 07,133102,136779,146555,133758,142436,3021,4119
"합계","성동구",2024. 08,132969,136442,146263,133520,142258,2922,4005
"합계","성동구",2024. 09,132856,136194,146191,133271,142132,2923,4059
"합계","성동구",2024. 10,132615,136187,146249,133097,141869,3090,4380
"합계","성동구",2024. 11,132248,135930,145944,132769,141518,3161,4426
"합계","성동구",2024. 12,131953,135575,145714,132409,141260,3166,4454
"합계","광진구",2020. 01,164730,176867,190217,170164,181099,6703,9118
"합계","광진구",2020. 02,165100,176717,190035,170000,181032,6717,9003
"합계","광진구",2020. 03,165287,176226,189764,169568,180849,6658,8915
"합계","광진구",2020. 04,165579,175718,189500,169213,180803,6505,8697
"합계","광진구",2020. 05,166014,175303,188945,169049,180751,6254,8194
"합계","광진구",2020. 06,166307,175083,188842,168879,180695,6204,8147
"합계","광진구",2020. 07,166520,174873,188542,168766,180492,6107,8050
"합계","광진구",2020. 08,166703,174464,188070,168472,180175,5992,7895
"합계","광진구",2020. 09,166857,174077,187846,168095,179969,5982,7877
"합계","광진구",2020. 10,166944,173782,187769,167794,179821,5988,7948
"합계","광진구",2020. 11,167173,173511,187557,167626,179659,5885,7898
"합계","광진구",2020. 12,167427,173000,187109,167310,179372,5690,7737
"합계","광진구",2021. 01,167561,172498,186697,166964,179103,5534,7594
"합계","광진구",2021. 02,167677,171981,186195,166535,178713,5446,7482
"합계","광진구",2021. 03,166638,171131,185060,165747,177645,5384,7415
"합계","광진구",2021. 04,166666,170942,184878,165555,177451,5387,7427
"합계","광진구",2021. 05,166866,170862,184800,165461,177351,5401,7449
"합계","광진구",2021. 06,166957,170624,184682,165233,177248,5391,7434
"합계","광진구",2021. 07,167057,170429,184446,165039,177072,5390,7374
"합계","광진구",2021. 08,167233,170033,183904,164748,176757,5285,7147
"합계","광진구",2021. 09,167438,169739,183641,164553,176559,5186,7082
"합계","광진구",2021. 10,167559,169555,183448,164425,176389,5130,7059
"합계","광진구",2021. 11,167661,169492,183555,164212,176127,5280,7428
"합계","광진구",2021. 12,167949,169317,183310,164058,175938,5259,7372
"합계","광진구",2022. 01,168238,169270,183354,163993,176009,5277,7345
"합계","광진구",2022. 02,168975,169473,183507,164226,176268,5247,7239
"합계","광진구",2022. 03,169483,169525,183585,164346,176361,5179,7224
"합계","광진구",2022. 04,169638,169463,183751,164191,176205,5272,7546
"합계","광진구",2022. 05,169769,169381,183522,164091,175971,5290,7551
"합계","광진구",2022. 06,169856,169225,183571,163920,175973,5305,7598
"합계","광진구",2022. 07,169985,169208,183669,163882,175971,5326,7698
"합계","광진구",2022. 08,170014,168950,183342,163692,175875,5258,7467
"합계","광진구",2022. 09,169338,168361,182712,163038,175219,5323,7493
"합계","광진구",2022. 10,169382,168106,182617,162844,175056,5262,7561
"합계","광진구",2022. 11,169376,168322,183111,162699,175014,5623,8097
"합계","광진구",2022. 12,169291,168197,183055,162541,174875,5656,8180
"합계","광진구",2023. 01,169416,168134,183049,162460,174798,5674,8251
"합계","광진구",2023. 02,169648,168004,182816,162329,174742,5675,8074
"합계","광진구",2023. 03,169787,167983,182942,162209,174592,5774,8350
"합계","광진구",2023. 04,169725,167983,183055,162071,174487,5912,8568
"합계","광진구",2023. 05,169950,167971,183166,162020,174560,5951,8606
"합계","광진구",2023. 06,169857,167728,183092,161755,174414,5973,8678
"합계","광진구",2023. 07,169935,167686,183131,161729,174412,5957,8719
"합계","광진구",2023. 08,170210,167767,183239,161828,174618,5939,8621
"합계","광진구",2023. 09,170388,168059,183900,161892,174712,6167,9188
"합계","광진구",2023. 10,170271,167889,183919,161662,174632,6227,9287
"합계","광진구",2023. 11,170152,167708,183704,161430,174424,6278,9280
"합계","광진구",2023. 12,170077,167562,183618,161277,174277,6285,9341
"합계","광진구",2024. 01,170093,167420,183532,161154,174181,6266,9351
"합계","광진구",2024. 02,170409,167187,183267,161022,174178,6165,9089
"합계","광진구",2024. 03,170557,167245,183680,160888,174217,6357,9463
"합계","광진구",2024. 04,170588,167019,183605,160670,174120,6349,9485
"합계","광진구",2024. 05,170508,166836,183339,160473,173948,6363,9391
"합계","광진구",2024. 06,170469,166736,183269,160329,173830,6407,9439
"합계","광진구",2024. 07,170439,166541,183141,160153,173793,6388,9348
"합계","광진구",2024. 08,170449,166404,182788,160056,173668,6348,9120
"합계","광진구",2024. 09,170383,166408,182899,159948,173455,6460,9444
"합계","광진구",2024. 10,170233,166285,182782,159732,173210,6553,9572
"합계","광진구",2024. 11,170110,166341,182830,159576,172995,6765,9835
"합계","광진구",2024. 12,169931,166045,182607,159237,172726,6808,9881
"합계","동대문구",2020. 01,164359,178404,184634,171964,174116,6440,10518
"합계","동대문구",2020. 02,164844,178211,184604,171835,174237,6376,10367
"합계","동대문구",2020. 03,165279,178202,184591,171896,174260,6306,10331
"합계","동대문구",2020. 04,165516,177785,184041,171621,174172,6164,9869
"합계","동대문구",2020. 05,166073,177409,183243,171565,174250,5844,8993
"합계","동대문구",2020. 06,166451,177237,183143,171392,174201,5845,8942
"합계","동대문구",2020. 07,166662,176860,182702,171134,174022,5726,8680
"합계","동대문구",2020. 08,166933,176594,182188,170926,173724,5668,8464
"합계","동대문구",2020. 09,167232,176433,182246,170748,173668,5685,8578
"합계","동대문구",2020. 10,167301,175997,182275,170320,173499,5677,8776
"합계","동대문구",2020. 11,167428,175779,182109,170088,173289,5691,8820
"합계","동대문구",2020. 12,167598,175322,181692,169769,173068,5553,8624
"합계","동대문구",2021. 01,167524,174770,181138,169337,172697,5433,8441
"합계","동대문구",2021. 02,167854,174555,180948,169139,172617,5416,8331
"합계","동대문구",2021. 03,165924,173309,179261,167895,170980,5414,8281
"합계","동대문구",2021. 04,166000,173158,179433,167643,170837,5515,8596
"합계","동대문구",2021. 05,166197,173008,179490,167463,170770,5545,8720
"합계","동대문구",2021. 06,166372,172865,179394,167335,170705,5530,8689
"합계","동대문구",2021. 07,166670,172612,179125,167252,170694,5360,8431
"합계","동대문구",2021. 08,167136,172476,178993,167140,170717,5336,8276
"합계","동대문구",2021. 09,167591,172463,179163,167083,170763,5380,8400
"합계","동대문구",2021. 10,167754,172330,179574,166842,170696,5488,8878
"합계","동대문구",2021. 11,167960,172251,180135,166591,170725,5660,9410
"합계","동대문구",2021. 12,168219,172162,179844,166646,170754,5516,9090
"합계","동대문구",2022. 01,168435,172101,179691,166657,170762,5444,8929
"합계","동대문구",2022. 02,169211,172261,179809,166852,171029,5409,8780
"합계","동대문구",2022. 03,169695,172318,180274,166823,171159,5495,9115
"합계","동대문구",2022. 04,169650,172136,180530,166554,171016,5582,9514
"합계","동대문구",2022. 05,169815,172101,180655,166447,170996,5654,9659
"합계","동대문구",2022. 06,169931,172021,180722,166348,170982,5673,9740
"합계","동대문구",2022. 07,170066,171922,180669,166236,170962,5686,9707
