대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률,음식물총량,가정_소계,가정_단독주택,가정_공동주택,가정_소형음식점,다량배출사업장_소계,다량배출사업장_집단급식소,다량배출사업장_음식점200이상,다량배출사업장_대규모점포,다량배출사업장_농수산시장,다량배출사업장_관광숙박시설,사업장폐기물배출자_소계,사업장폐기물배출자_집단급식소,사업장폐기물배출자_음식점200이상,사업장폐기물배출자_대규모점포,사업장폐기물배출자_농수산시장,사업장폐기물배출자_관광숙박시설
계,서초구,2023,178090,111677,61277,50400,48674,16791,948,1.18,487.9,412078,1335933,1268460,178090,111677,,,14327,13271,1143517,1143512,11810,3936,94.9,138.1,84,18.5,33.6,31.9,33.3,9.5,23.4,0.1,,0.3,20.8,4.4,2.7,7.5,2.8,3.5
계,서초구,2024,180257,113288,63473,49815,47403,16181,3385,1.19,492.5,413076,1213113,1145043,180257,113288,,,4951,4003,1027905,1027753,11681,4393,94.4,,,,,,,,,,,,,,,,,
계,성동구,2000,331.8,116.6,86,30.6,6.5,208.7,,,,,,637,,114,,,,33,,490,,,,,,,,,,,,,,,,,,,,
계,성동구,2001,343.9,142.5,90.1,52.4,13.4,188,,,,,,619,,143,,,,33,,444,,,,,,,,,,,,,,,,,,,,
계,성동구,2002,371.9,171.6,119.2,52.4,14.5,185.8,,,,,,1162,,172,,,,166,,824,,,,,,,,,,,,,,,,,,,,
계,성동구,2003,388.6,203,138.7,64.3,8.9,176.7,,,,,,1236,,203,,,,297,,737,,,,,,,,,,,,,,,,,,,,
계,성동구,2004,340.3,170.3,93.9,76.4,6.4,163.6,,,,,,882,,96,,74,,267,,445,,6,,,,,,,,,,,,,,,,,,
계,성동구,2005,301.9,169.9,87.4,82.5,9.1,122.9,,,,,,1160,,87,,83,,279,,711,,5,,,,,,,,,,,,,,,,,,
계,성동구,2006,322.7,192.8,107.8,85,4.8,125.1,,,,,,1400,,95,,85,,221,,999,,6,,,,,,,,,,,,,,,,,,
계,성동구,2007,300.2,183.3,97.3,86,21,95.9,,,,,,1452,,97,,86,,358,,911,,4,,,,,,,,,,,,,,,,,,
계,성동구,2008,300.5,180.2,95.1,85.1,71.6,48.7,,,,,,1894,,95,,85,,366,,1348,,11,,,,,,,,,,,,,,,,,,
계,성동구,2009,312.5,201.4,116.3,85.1,85.8,25.3,,0.99,312.5,316064,,3200,,116,,85,,482,,2516,,10,,,,,,,,,,,,,,,,,,
계,성동구,2010,282,177.2,92.1,85.1,83.2,21.6,,0.89,282,316892,2971.5,2828.6,196.9,92.1,85.1,85.1,652,626.5,2037.5,2024.9,17.7,8.2,,,,,,,,,,,,,,,,,,
계,성동구,2011,290.2,181.7,89.1,92.6,84.2,24.3,,0.94,290.2,308767,2159.8,1607.7,196,87.5,94.2,94.2,420.3,1.3,1449.3,1424.7,7.4,2.2,,,,,,,,,,,,,,,,,,
계,성동구,2012,267.6,173.1,86.6,86.5,67.7,26.8,,0.87,267.6,306868,2513.3,1609.7,181.1,86.6,86.5,86.5,422.4,1.5,1823.3,1435.1,13.1,4.2,,,,,,,,,,,,,,,,,,
계,성동구,2013,261.8,173.5,86.8,86.7,72.5,15.8,,0.85,261.8,306571,2468.9,1984.9,175.1,86.8,86.7,86.7,5.9,,2201.2,1811.4,11.2,4.3,,,,,,,,,,,,,,,,,,
계,성동구,2014,254.1,165.4,85.7,79.7,67.8,20.9,,0.84,254.1,303891,2700.2,1898.6,174.4,85.7,79.7,79.7,563.2,274,1882.9,1459.2,16,6.6,,79.7,73.3,27.1,31.6,14.6,6.4,2.4,1.7,2.3,,,,,,,,
계,성동구,2015,259.4,179,87.2,91.8,56.7,23.7,,0.85,259.4,305065,3427.8,2594.8,167.6,87.2,91.8,91.8,575.5,271,2592.9,2144.8,12.1,5.6,,91.8,79,24.2,36.4,18.4,12.8,5.2,3.8,3.7,0.1,,,,,,,
계,성동구,2016,257.8,176.6,88.8,87.8,60,21.2,,0.84,257.8,307161,2254.7,1667.4,170,88.8,87.8,87.8,43.4,10.4,1953.5,1480.4,12.3,5.4,,87.9,76,20.2,34.5,21.3,11.9,5.2,3.4,3.2,0.1,,,,,,,
계,성동구,2017,255.7,167.6,81.9,85.7,63.4,24.7,,0.82,255.7,312711,2139.9,1533.6,170,81.9,85.7,85.7,50.1,19.4,1834.1,1346.6,13.3,6,,85.7,71.3,18.8,32.7,19.8,14.4,5.1,4,5,0.3,,,,,,,
계,성동구,2018,270,178.9,94.7,84.2,63.2,27.9,,0.85,270,316463,2028.9,1486,185.8,94.7,84.2,84.2,51.2,16.3,1707.7,1290.8,12.7,5.5,,84.2,70.6,19.7,31,19.9,13.6,5.7,4.3,3.5,0.1,,,,,,,
계,성동구,2019,303.1,211.4,136.8,74.6,62.6,27.1,2,0.98,303.1,308979,2168.3,1436.1,222.5,130.8,80.6,80.6,382.7,34.1,1482.5,1190.6,12.9,6,,80.6,69.6,21.6,28.8,19.2,8.7,4.5,4,0.2,,,2.3,,,2.3,,
계,성동구,2020,110224,73914,45279,28635,22839,9739,3733,1,301.2,300505,850901,675122,110224,73914,,,80560,31023,660116,570186,5207,2369,79.3,77.9,68.4,22.9,30.4,15.4,6.4,3.4,2.9,0.1,,,3.1,,,3.1,,
계,성동구,2021,99225,68206,40224,27982,20456,10421,142,0.93,271.8,292672,1329246,1169838,99225,68206,,,122136,83058,1107885,1018574,6068,2597,88,76.6,66.5,22.4,28.7,15.4,6.7,4.1,2.5,0.1,0,,3.4,,,3.4,,
계,성동구,2022,104584,66623,38624,27999,22459,15149,353,0.99,286.5,288234,1081741,1000598,104584,66623,,,189274,157251,787883,776724,5293,1967,92.5,76.6,65.5,25.9,26.7,12.8,7.8,4.5,3.2,0.1,,,3.3,,,3.3,,
계,성동구,2023,106823,68206,40545,27661,30416,8083,120,1.03,292.7,284766,945393,863110,106823,68206,,,96361,54545,742208,740360,5088,2133,91.3,75.8,64,17.5,25.9,20.6,8.2,4.7,3.4,0.1,,,3.6,,,3.6,,
계,성동구,2024,159245,120565,93089,27476,30444,6175,2062,1.55,435.1,281289,1022469,947740,159245,120565,,,111943,75960,751281,751215,4947,2237,92.7,,,,,,,,,,,,,,,,,
계,성북구,2000,449.1,202.1,167,35.1,1.4,245.6,,,,,,1107,,196,,,,,,911,,,,,,,,,,,,,,,,,,,,
계,성북구,2001,504.7,256.7,186.5,70.2,0.8,247.2,,,,,,713,,257,,,,,,456,,,,,,,,,,,,,,,,,,,,
계,성북구,2002,472.8,214.4,164.4,50,4,254.4,,,,,,637,,214,,,,,,422,,,,,,,,,,,,,,,,,,,,
계,성북구,2003,445.4,203.6,148.3,55.3,5.3,236.5,,,,,,478,,204,,,,,,274,,,,,,,,,,,,,,,,,,,,
계,성북구,2004,429.3,216.6,131,85.6,11.9,200.8,,,,,,1476,,152,,65,,,,1260,,2,,,,,,,,,,,,,,,,,,
계,성북구,2005,399.2,246.6,156.6,90,14.1,138.5,,,,,,1164,,156,,90,,,,918,,2,,,,,,,,,,,,,,,,,,
계,성북구,2006,393.7,246.4,149.5,97,8.1,139.2,,,,,,1384,,182,,97,,3,,1103,,5,,,,,,,,,,,,,,,,,,
계,성북구,2007,417,284.5,179.8,104.7,42.6,89.9,,,,,,1642,,180,,105,,1,,1356,,2,,,,,,,,,,,,,,,,,,
계,성북구,2008,425.2,283.9,181.7,102.2,90.6,50.7,,,,,,2023,,182,,102,,7,,1732,,2,,,,,,,,,,,,,,,,,,
계,성북구,2009,401.7,281.4,177.3,104.1,102,18.3,,0.83,401.7,484457,,1086,,177,,104,,,,804,,2,,,,,,,,,,,,,,,,,,
계,성북구,2010,357.8,240.4,142.3,98.1,107.3,10.1,,0.72,357.8,497692,1168.7,1015.1,259.7,142.3,98.1,98.1,,,810.9,774.7,6.2,2.1,,,,,,,,,,,,,,,,,,
계,성북구,2011,297.5,173.9,68,105.9,108.2,15.4,,0.6,297.5,494422,1009.8,869.6,190.2,66.6,107.3,107.3,,,712.3,695.7,19.6,7.4,,,,,,,,,,,,,,,,,,
계,성북구,2012,300.6,172.6,67.2,105.5,107.2,20.8,,0.61,300.6,490639,817.3,678.1,195.1,67.1,105.5,105.5,,,516.7,505.5,8.1,2,,,,,,,,,,,,,,,,,,
계,성북구,2013,274.9,157.6,52.6,105,102.4,14.9,,0.57,274.9,485347,1040.9,916.6,169.9,52.6,105,105,,,766,759,8.8,2,,,,,,,,,,,,,,,,,,
계,성북구,2014,366.6,245.6,136.2,109.4,96.6,24.4,,0.77,366.6,475961,1117.6,994.2,257.2,136.2,109.4,109.4,,,751,748.6,8.2,2.1,,109.4,91.3,24.5,44.3,22.5,18.1,7.4,6.3,4.2,,0.2,,,,,,
계,성북구,2015,359.2,248.6,141.7,106.9,91.9,18.7,,0.76,359.2,469560,1237.4,1120.3,252.3,141.7,106.9,106.9,,,878.2,871.7,9,2.1,,106.9,91,23.1,46.2,21.7,15.9,7.9,5.4,2.4,,0.2,,,,,,
계,성북구,2016,358.3,253.8,150.6,103.2,91.2,13.3,,0.78,358.3,461617,1664.5,1552.9,255.1,150.6,103.2,103.2,,,1306.2,1299.1,9.7,1.8,,103.2,87.7,25.8,42.1,19.8,15.5,9,4.3,1.9,,0.3,,,,,,
계,성북구,2017,345.5,238,142.6,95.4,91.2,16.3,,0.76,345.5,455407,1163.9,1050.7,250.1,142.6,95.4,95.4,,,818.4,812.7,8.5,1.6,,95.4,81.2,25.5,38.4,17.3,14.2,9.2,4.6,0.1,,0.3,,,,,,
계,성북구,2018,348.5,249.8,155.8,94,85.3,13.4,,0.78,348.5,447687,2388.7,2235.7,254.5,155.8,94,94,,,2040.2,1985.9,9.9,1.5,,94,79.3,24,36.7,18.6,14.7,8.3,4.5,1.8,,0.1,,,,,,
계,성북구,2019,371.3,275.6,180.5,95.1,86.1,8.8,0.8,0.82,371.3,454744,1345.4,1246.2,277.5,181.8,93.8,93.8,3.4,2.7,970.7,967.9,9.2,1.4,,93.8,80.5,18.5,44.7,17.3,11.6,9.7,1.7,0.1,,0.1,1.7,,,1.7,,
계,성북구,2020,132342,90004,58017,31987,37020,5206,112,0.81,361.6,447056,434220,390779,132342,90004,,,2406,2398,299472,298377,3186,457,90,86.9,77,23.2,39.4,14.4,8.1,5.4,2.6,0.1,,0.1,1.8,,,1.8,,
계,성북구,2021,136000,100565,68936,31629,31140,3620,675,0.85,372.6,440142,613842,577995,136000,100565,,,3657,3629,474185,473801,3239,494,94.2,86.7,75,28,38.1,8.9,8.9,6.6,2.1,0.1,,0.1,2.8,,,2.8,,
계,성북구,2022,125909,85083,51634,33449,29930,3031,7865,0.78,345,441984,583781,542948,125909,85083,,,620,612,457253,457253,3533,549,93,91.9,80.3,56.6,22,1.8,10.2,7.6,2.4,0.2,,0,1.3,,,1.3,,
계,성북구,2023,123724,83204,49463,33741,38734,1421,365,0.77,339,438168,315847,275314,123724,83204,,,5042,5032,187081,187078,3347,540,87.2,92.4,79.2,37.8,29.7,11.7,12.2,8.8,3.2,0.1,,0.1,1,,,1,,
계,성북구,2024,117738,87203,55025,32178,28119,1972,445,0.74,321.7,435037,360312,329755,117738,87203,,,8729,8721,233845,233831,3289,578,91.5,,,,,,,,,,,,,,,,,
계,송파구,2000,813.9,408,334,74,5.1,400.8,,,,,,649,,409,,,,29,,211,,,,,,,,,,,,,,,,,,,,
계,송파구,2001,848.9,452.6,334.9,117.7,3.1,393.2,,,,,,2109,,453,,,,35,,1622,,,,,,,,,,,,,,,,,,,,
계,송파구,2002,822.4,461.9,328.9,133,10.7,349.8,,,,,,2300,,462,,,,35,,1803,,,,,,,,,,,,,,,,,,,,
계,송파구,2003,898,546.1,323.7,222.4,24,327.9,,,,,,2881,,546,,,,38,,2297,,,,,,,,,,,,,,,,,,,,
계,송파구,2004,882.1,564.6,337.8,226.8,17.1,300.4,,,,,,2965,,340,,225,,34,,2367,,5,,,,,,,,,,,,,,,,,,
계,송파구,2005,868.9,632.6,340.6,292,13.4,222.9,,,,,,2842,,341,,292,,34,,2175,,4,,,,,,,,,,,,,,,,,,
계,송파구,2006,884.6,640.3,351.3,289,18.7,225.6,,,,,,3706,,398,,289,,51,,2968,,6,,,,,,,,,,,,,,,,,,
계,송파구,2007,929.7,708.8,425.7,283.1,32.2,188.7,,,,,,2560,,426,,283,,37,,1814,,6,,,,,,,,,,,,,,,,,,
계,송파구,2008,935.8,695.8,398,297.8,131.8,108.2,,,,,,2183,,398,,298,,12,,1475,,9,,,,,,,,,,,,,,,,,,
계,송파구,2009,791.1,584.1,261.9,322.2,134.3,72.7,,1.15,791.1,689296,,3426,,262,,322,,1549,,1293,,11,,,,,,,,,,,,,,,,,,
계,송파구,2010,733.3,545.1,263.6,281.5,141.7,46.5,,1.06,733.3,693144,1902.5,1666.6,451.8,263.6,281.5,281.5,143.1,109.7,1026.1,1011.8,22.6,9.1,,,,,,,,,,,,,,,,,,
계,송파구,2011,751.5,531.7,257.7,274,146.1,73.7,,1.09,751.5,690466,2443.8,2027.4,466,246.2,285.5,285.5,97.4,84.2,1594.9,1411.5,15.6,2.6,,,,,,,,,,,,,,,,,,
계,송파구,2012,644.2,467.5,244.2,223.3,140.5,36.2,,0.95,644.2,680150,2543.2,2246.7,420.9,244.2,223.3,223.3,96.9,85.9,1802.1,1693.3,30.4,12.9,,,,,,,,,,,,,,,,,,
계,송파구,2013,599.8,425.7,238.9,186.8,131.8,42.3,,0.89,599.8,674955,2146.5,1864.6,413,238.9,186.8,186.8,96.9,85.9,1449.8,1353,34.4,14.1,,,,,,,,,,,,,,,,,,
계,송파구,2014,555.5,360.9,176.2,184.7,130.6,64,,0.83,555.5,671794,2232.1,1966.2,370.8,176.2,184.7,184.7,45.4,43.2,1631.2,1562.1,28.8,10.5,,184.7,169.9,37.3,76.6,56,14.8,1,8.7,3.6,1.4,0.1,,,,,,
계,송파구,2015,575.7,397.6,176.6,221,121.4,56.7,,0.86,575.7,667480,4142.2,3853.2,354.7,176.6,221,221,23.6,6.1,3542.9,3449.5,27.9,8.6,,221,163.9,38,67.2,58.7,57.1,20.8,15.7,19,0.4,1.2,,,,,,
계,송파구,2016,569.7,398.7,191.6,207.1,136,35,,0.86,569.7,664946,3334.4,3025.7,362.6,191.6,207.1,207.1,75.1,68.3,2689.6,2558.7,32.4,11.1,,207.1,154.4,40.1,60.9,53.4,52.7,19.4,11.4,18.1,2.6,1.2,,,,,,
계,송파구,2017,550.3,370.4,181.7,188.7,132.5,47.4,,0.82,550.3,671173,3909.9,3625.5,361.6,181.7,188.7,188.7,69,61.2,3290.6,3193.9,28.4,7.3,,188.7,148,37.4,61,49.6,40.7,12.4,11.6,15.6,0.3,0.8,,,,,,
계,송파구,2018,611.8,416.9,199.2,217.7,123.3,71.6,,0.91,611.8,673507,2915.1,2615.7,394.1,199.2,217.7,217.7,88.1,78.8,2215.2,2120,29.1,6.4,,217.7,147.4,38.2,60.3,48.9,70.3,18.5,12,20.2,13.3,6.3,,,,,,
계,송파구,2019,808.2,604.8,190.1,414.7,114.9,84.7,3.8,1.18,808.2,682741,2324.8,2035.2,581.5,378.1,226.7,226.7,89.5,75.6,1427.1,1354.8,28.3,6,,226.7,148.8,38.4,60.5,49.9,29.3,11.6,16.1,1.4,,0.2,48.6,9.3,0.1,21,13.2,5
계,송파구,2020,266247,198010,121708,76302,35498,32302,438,1.08,727.5,673926,1550391,1442997,266247,198010,,,31090,19702,1253053,1225285,13128,2358,93.1,208.5,144.1,38.5,63.6,42,22.1,7.5,13.2,1.2,,0.2,42.3,7.8,,18.8,13.6,2.2
계,송파구,2021,253209,173237,100368,72869,40967,31434,7571,1.04,693.7,663965,1097905,988953,253209,173237,,,37277,34863,807419,780853,11586,2170,90.1,210.9,139.5,38.9,62,38.6,20.2,9.5,9.6,1,,0.1,51.2,10.1,0,18,20.8,2.3
계,송파구,2022,301830,177052,105291,71761,39669,33624,51485,1.24,826.9,664514,898991,769201,301830,177052,,,70684,65984,526477,526166,10960,1646,85.6,212.8,136.4,36.8,60.1,39.4,19.3,9.3,9,0.7,,0.2,57.2,10.7,0.7,30.5,15,0.3
계,송파구,2023,262182,156087,87724,68363,39356,24918,41821,1.09,718.3,660025,675848,563083,262182,156087,,,83756,77380,329910,329617,10758,1982,83.3,187.3,131.1,33.4,58.8,39,19,9,9.5,0.4,,0.1,37.2,11.4,0.1,14.2,10.2,1.3
계,송파구,2024,268890,162401,96844,65558,48885,14789,42814,1.12,734.7,656310,722918,609502,268890,162401,,,77516,70720,376512,376381,9108,2176,84.3,,,,,,,,,,,,,,,,,
계,양천구,2000,497.4,247,226,21,235,15.4,,,,,,850,,249,,,,,,601,,,,,,,,,,,,,,,,,,,,
계,양천구,2001,581.8,329.2,303,26.2,227.9,24.7,,,,,,1474,,329,,,,,,1145,,,,,,,,,,,,,,,,,,,,
계,양천구,2002,466.3,253.9,195.2,58.7,192.3,20.1,,,,,,1012,,254,,,,,,758,,,,,,,,,,,,,,,,,,,,
계,양천구,2003,432.3,254.2,151.3,102.9,148.5,29.6,,,,,,810,,254,,,,,,556,,,,,,,,,,,,,,,,,,,,
계,양천구,2004,470.7,314.9,191.7,123.2,138.1,17.7,,,,,,729,,192,,123,,,,414,,2,,,,,,,,,,,,,,,,,,
계,양천구,2005,446.7,308.9,183.3,125.6,134.9,2.9,,,,,,662,,183,,126,,,,353,,2,,,,,,,,,,,,,,,,,,
계,양천구,2006,463.4,320.1,188.1,132,132,11.3,,,,,,602,,186,,132,,,,284,,0,,,,,,,,,,,,,,,,,,
계,양천구,2007,624.2,481.7,340.4,141.3,128,14.5,,,,,,1069,,341,,141,,,,587,,0,,,,,,,,,,,,,,,,,,
계,양천구,2008,505.4,339.1,186.1,153,109.7,56.6,,,,,,1005,,186,,153,,5,,661,,2,,,,,,,,,,,,,,,,,,
계,양천구,2009,534.7,363.8,205,158.8,88,82.9,,1.06,534.7,506684,,1179,,205,,159,,5,,811,,1,,,,,,,,,,,,,,,,,,
계,양천구,2010,277.4,220.8,66.7,154.1,45,11.6,,0.55,277.4,505223,958.6,863.6,123.3,66.7,154.1,154.1,,,681.2,642.8,3.6,0.8,,,,,,,,,,,,,,,,,,
계,양천구,2011,257.4,184.1,50.9,133.2,65.5,7.8,,0.51,257.4,505605,1297.9,1149.2,124.2,50.9,133.2,133.2,57.1,,983.4,965.1,9.9,5,,,,,,,,,,,,,,,,,,
계,양천구,2012,274.5,173.2,38.1,135.1,96.5,4.8,,0.55,274.5,500533,744.1,609.9,141,39.7,133.5,133.5,18.6,2.9,451,433.8,21.6,0.5,,,,,,,,,,,,,,,,,,
계,양천구,2013,276.1,179.1,41,138.1,89.5,7.5,,0.56,276.1,496934,1328.7,1169.5,138,41,138.1,138.1,19,2.8,1033.6,987.6,18.6,1.5,,,,,,,,,,,,,,,,,,
계,양천구,2014,347.9,230.7,111.3,119.4,96.3,20.9,,0.71,347.9,490708,995.2,795.3,228.5,111.3,119.4,119.4,61.8,2.7,585.5,561.9,17,1.8,,119.4,99.8,34.9,37.7,27.2,19.6,9.1,7,3.5,,,,,,,,
계,양천구,2015,322.5,222.5,105.3,117.2,81,19,,0.66,322.5,489010,1025.1,834,205.3,105.3,117.2,117.2,69,2.7,633.6,608.8,18.1,1.8,,117.2,99.3,33.7,36.9,28.7,17.9,7.2,6,4.7,,,,,,,,
계,양천구,2016,287.9,187.4,75.6,111.8,81.6,18.9,,0.6,287.9,481845,1312.3,1149.5,176.1,75.6,111.8,111.8,58.5,2.7,965.9,959.4,33.7,1.8,,111.8,96.9,30.9,36,30,14.9,7,4.4,3.5,,,,,,,,
계,양천구,2017,295.4,194.2,85.8,108.4,80.4,20.8,,0.62,295.4,475018,1193.6,1035.2,187,85.8,108.4,108.4,56.1,2.5,842.1,838.5,16.7,1.8,,108.4,91.6,28.5,33.8,29.3,16.8,8.1,6.2,2.5,,,,,,,,
계,양천구,2018,297.7,200,95.1,104.9,84.2,13.5,,0.64,297.7,468145,1063.1,907.3,192.8,95.1,104.9,104.9,42.7,1.2,722.7,706.1,20.5,1.9,,104.9,85.9,24.1,33.9,27.9,19,7.7,7.8,3.5,,,,,,,,
계,양천구,2019,340.8,221.5,104,117.5,101.3,18,,0.74,340.8,462285,1089.9,922.3,243.2,123.9,97.6,97.6,40.6,0.6,708.5,700.2,17.8,1.6,,97.6,79.7,22,32.7,25,14.3,8.4,5.9,,,,3.6,,,3.6,,
계,양천구,2020,144360,104623,72041,32582,33003,6734,,0.86,394.4,457781,452105,394133,144360,104623,,,15876,514,291869,288996,5935,665,87.2,89,79.4,21.8,36.4,21.2,7.5,3.9,3.6,,,,2.1,0.2,,1.9,,
계,양천구,2021,128894,86602,54322,32280,30053,10819,1420,0.78,353.1,450487,396564,334463,128894,86602,,,18134,730,249536,247131,3896,647,84.3,88.7,76.6,21.2,36,19.4,10.2,6.5,3.7,,,,1.9,0.2,,1.7,,
계,양천구,2022,123688,80582,47876,32706,33872,6324,2911,0.76,338.9,444010,304154,242188,123688,80582,,,26016,7159,154450,154447,2803,675,79.6,90,77.3,22.3,37.3,17.7,10.7,7.1,3.6,,,,2,0.2,,1.7,,
계,양천구,2023,115678,78725,48748,29977,29907,6779,266,0.72,316.9,439252,244751,188397,115678,78725,,,21244,1842,107829,107829,3023,786,77,82.1,70.6,21.1,33.6,15.8,9.4,7.3,2.1,,,,2.2,0.3,,1.8,,
계,양천구,2024,121756,72237,42695,29542,33545,6453,9522,0.77,332.7,434351,329437,260506,121756,72237,,,19846,438,187835,187832,3383,817,79.1,,,,,,,,,,,,,,,,,
계,영등포구,2000,596.2,217.7,155,62.7,0.7,377.8,,,,,,860,,215,,,,52,,593,,,,,,,,,,,,,,,,,,,,
계,영등포구,2001,628,226.4,162.2,64.2,7,394.6,,,,,,1837,,226,,,,68,,1543,,,,,,,,,,,,,,,,,,,,
계,영등포구,2002,670.3,252.3,192.4,59.9,10,408,,,,,,1529,,252,,,,75,,1202,,,,,,,,,,,,,,,,,,,,
계,영등포구,2003,686.4,272.8,208.7,64.1,7.2,406.4,,,,,,1912,,273,,,,54,,1586,,,,,,,,,,,,,,,,,,,,
계,영등포구,2004,658.2,317.3,183.5,133.8,7.3,333.6,,,,,,2086,,205,,113,,61,,1708,,5,,,,,,,,,,,,,,,,,,
계,영등포구,2005,559.5,344.7,163.7,181,4.3,210.5,,,,,,1576,,164,,181,,39,,1192,,5,,,,,,,,,,,,,,,,,,
계,영등포구,2006,540.4,354.2,163.1,191.1,6,180.2,,,,,,1360,,202,,191,,99,,868,,4,,,,,,,,,,,,,,,,,,
계,영등포구,2007,561.9,360.5,163.7,196.8,67.5,133.9,,,,,,1725,,164,,197,,30,,1334,,11,,,,,,,,,,,,,,,,,,
계,영등포구,2008,599.8,411.5,201.7,209.8,91.2,97.1,,,,,,1558,,202,,210,,34,,1112,,4,,,,,,,,,,,,,,,,,,
계,영등포구,2009,537,407.1,200.2,206.9,66.7,63.2,,1.22,537,441747,,1908,,200,,207,,23,,1479,,5,,,,,,,,,,,,,,,,,,
계,영등포구,2010,541.1,422.1,215.1,207,46.5,72.5,,1.21,541.1,445648,1657.2,1490.6,334.1,215.1,207,207,25.3,25.3,1090.8,1043.2,15.9,6.5,,,,,,,,,,,,,,,,,,
계,영등포구,2011,366,227.3,20.4,206.9,110.2,28.5,,0.83,366,439555,1658.2,1442.2,158.7,20,207.3,207.3,12,5.4,1280.2,1209.5,7.5,0.8,,,,,,,,,,,,,,,,,,
계,영등포구,2012,403.2,246.5,47.3,199.2,126.2,30.5,,0.94,403.2,426876,1801,1609,204,47.3,199.2,199.2,,,1397.8,1362.5,15.8,3.6,,,,,,,,,,,,,,,,,,
계,영등포구,2013,305.8,163.7,22.9,140.8,112.2,29.9,,0.73,305.8,421577,1319.8,1129.6,165,22.9,140.8,140.8,12.6,6.7,1001.4,959.2,14.5,3.3,,,,,,,,,,,,,,,,,,
계,영등포구,2014,356.1,196.2,59.1,137.1,119.9,40,,0.84,356.1,421436,1674.8,1468.2,219,59.1,137.1,137.1,93.8,71.5,1224.9,1200.5,4.7,0.2,,137.1,117.5,55.2,28.2,34.1,19.6,7.5,7.4,4.3,,0.4,,,,,,
계,영등포구,2015,389.9,249,88.3,160.7,113.5,27.4,,0.93,389.9,417811,1276.6,1081,229.2,88.3,160.7,160.7,93.7,71.3,793,760.7,16.6,3.8,,160.7,114.9,54.5,29.3,31.1,45.8,17.7,16.9,10,,1.2,,,,,,
계,영등포구,2016,406.8,287.7,132.7,155,97.4,21.7,,1,406.8,406779,1641.7,1479.2,251.8,132.7,155,155,14.6,11.3,1220.3,1180.2,13.4,3.2,,155,112.2,57.3,29,25.9,42.8,15.8,19.3,6.3,,1.4,,,,,,
계,영등포구,2017,340.7,230.2,75.7,154.5,88.5,22,,0.85,340.7,402024,3012.7,2870.7,186.2,75.7,154.5,154.5,41.2,41.2,2630.8,2599.3,12.3,2.8,,154.5,105.4,50.5,27.9,27,49.1,13.6,22.2,12.1,,1.2,,,,,,
계,영등포구,2018,335.3,216.6,82.3,134.3,106.4,12.3,,0.83,335.3,403600,2322.4,2191.6,201,82.3,134.3,134.3,41.3,41.3,1945.8,1933.7,12.4,2.8,,134.3,103,52,27.7,23.3,31.3,11.1,19,0.4,0.1,0.7,,,,,,
계,영등포구,2019,417.3,266.4,111,155.4,99.6,47.6,3.7,1.04,417.3,400986,2540.7,2374.6,270.9,120,146.4,146.4,38.7,38.6,2084.7,2069.6,15.4,2.9,,146.4,103.7,54.8,27.2,21.7,31.5,12.4,18.8,,,0.4,11.1,2.9,,6.8,,1.5
계,영등포구,2020,164492,108772,58838,49934,44477,9801,1442,1.1,449.4,407367,783413,724246,164492,108772,,,20695,20504,598226,594970,5778,1056,92.4,136.5,98.3,50.3,28.8,19.2,24,7.6,16,,,0.4,14.2,3.3,,10.2,,0.7
계,영등포구,2021,161206,112103,64107,47997,32519,14311,2274,1.1,441.7,400908,697666,641902,161206,112103,,,16433,15922,520027,513877,5380,1139,92,131.6,94.4,48.6,29.4,16.4,22.1,7.3,14.2,0.1,,0.5,15.1,2.2,,12.1,,0.8
계,영등포구,2022,167303,113275,65114,48162,39621,13033,1375,1.15,458.4,398085,820843,761703,167303,113275,,,31221,26187,622319,622241,4808,1250,92.8,134.8,92.9,38.7,29.2,25.1,25.8,8.6,16.9,,,0.3,16.1,4.1,0.1,10.8,,1.1
계,영등포구,2023,166688,114964,66360,48604,40194,10454,1076,1.15,456.7,397800,562288,509396,166688,114964,,,16535,16149,379065,378282,4831,1354,90.6,133.2,89.6,40.1,26.9,22.6,28.2,9.2,18.5,,,0.4,15.5,5.9,0.3,8.1,,1.3
계,영등포구,2024,158377,106906,60696,46210,42491,7829,1150,1.09,432.7,397173,588576,536932,158377,106906,,,16008,15870,414191,414156,4706,1354,91.2,,,,,,,,,,,,,,,,,
계,용산구,2000,345.8,127.6,107,20.6,2.5,215.7,,,,,,2168,,125,,,,11,,2032,,,,,,,,,,,,,,,,,,,,
계,용산구,2001,351,133.3,97.2,36.1,0.7,217,,,,,,491,,133,,,,,,358,,,,,,,,,,,,,,,,,,,,
계,용산구,2002,350.8,137.7,98.1,39.6,,213.1,,,,,,1521,,138,,,,,,1383,,,,,,,,,,,,,,,,,,,,
계,용산구,2003,346.2,135.6,96.4,39.2,9.7,200.9,,,,,,1247,,136,,,,,,1112,,,,,,,,,,,,,,,,,,,,
