대분류,자치구,연도,발생량,재활용_합계,재활용,음식물,소각,매립,기타,주민1인당_생활폐기물_kg_일,생활계폐기물_톤_일,주민수,광역시도,재활용총량_발생량,재활용총량_재활용량,생활폐기물재활용통계_발생량,생활폐기물재활용통계_재활용량,음식물폐기물_발생량,음식물폐기물_재활용량,사업장배출시설계_발생량,사업장배출시설계_재활용량,건설폐기물_발생량,건설폐기물_재활용량,지정폐기물_발생량,지정폐기물_재활용량,재활용률
계,송파구,2016,569.7,398.7,191.6,207.1,136.0,35.0,,0.86,569.7,664946.0,서울시,3334.4,3025.7,362.6,191.6,207.1,207.1,75.1,68.3,2689.6,2558.7,32.4,11.1,
계,송파구,2017,550.3,370.4,181.7,188.7,132.5,47.4,,0.82,550.3,671173.0,서울시,3909.9,3625.5,361.6,181.7,188.7,188.7,69.0,61.2,3290.6,3193.9,28.4,7.3,
계,송파구,2018,611.8,416.9,199.2,217.7,123.3,71.6,,0.91,611.8,673507.0,서울시,2915.1,2615.7,394.1,199.2,217.7,217.7,88.1,78.8,2215.2,2120.0,29.1,6.4,
계,송파구,2019,808.2,604.8,190.1,414.7,114.9,84.7,3.8,1.18,808.2,682741.0,서울시,2324.8,2035.2,581.5,378.1,226.7,226.7,89.5,75.6,1427.1,1354.8,28.3,6.0,
계,송파구,2020,266247.0,198010.0,121708.0,76302.0,35498.0,32302.0,438.0,1.08,727.5,673926.0,서울시,1550391.0,1442997.0,266247.0,198010.0,,,31090.0,19702.0,1253053.0,1225285.0,13128.0,2358.0,93.1
계,송파구,2021,253209.0,173237.0,100368.0,72869.0,40967.0,31434.0,7571.0,1.04,693.7,663965.0,서울시,1097905.0,988953.0,253209.0,173237.0,,,37277.0,34863.0,807419.0,780853.0,11586.0,2170.0,90.1
계,송파구,2022,301830.0,177052.0,105291.0,71761.0,39669.0,33624.0,51485.0,1.24,826.9,664514.0,서울시,898991.0,769201.0,301830.0,177052.0,,,70684.0,65984.0,526477.0,526166.0,10960.0,1646.0,85.6
계,송파구,2023,262182.0,156087.0,87724.0,68363.0,39356.0,24918.0,41821.0,1.09,718.3,660025.0,서울시,675848.0,563083.0,262182.0,156087.0,,,83756.0,77380.0,329910.0,329617.0,10758.0,1982.0,83.3
계,송파구,2024,268890.0,162401.0,96844.0,65558.0,48885.0,14789.0,42814.0,1.12,734.7,656310.0,서울시,722918.0,609502.0,268890.0,162401.0,,,77516.0,70720.0,376512.0,376381.0,9108.0,2176.0,84.3
계,양천구,2000,497.4,247.0,226.0,21.0,235.0,15.4,,,,,서울시,,850.0,,249.0,,,,,,601.0,,,
계,양천구,2001,581.8,329.2,303.0,26.2,227.9,24.7,,,,,서울시,,1474.0,,329.0,,,,,,1145.0,,,
계,양천구,2002,466.3,253.9,195.2,58.7,192.3,20.1,,,,,서울시,,1012.0,,254.0,,,,,,758.0,,,
계,양천구,2003,432.3,254.2,151.3,102.9,148.5,29.6,,,,,서울시,,810.0,,254.0,,,,,,556.0,,,
계,양천구,2004,470.7,314.9,191.7,123.2,138.1,17.7,,,,,서울시,,729.0,,192.0,,123.0,,,,414.0,,2.0,
계,양천구,2005,446.7,308.9,183.3,125.6,134.9,2.9,,,,,서울시,,662.0,,183.0,,126.0,,,,353.0,,2.0,
계,양천구,2006,463.4,320.1,188.1,132.0,132.0,11.3,,,,,서울시,,602.0,,186.0,,132.0,,,,284.0,,0.0,
계,양천구,2007,624.2,481.7,340.4,141.3,128.0,14.5,,,,,서울시,,1069.0,,341.0,,141.0,,,,587.0,,0.0,
계,양천구,2008,505.4,339.1,186.1,153.0,109.7,56.6,,,,,서울시,,1005.0,,186.0,,153.0,,5.0,,661.0,,2.0,
계,양천구,2009,534.7,363.8,205.0,158.8,88.0,82.9,,1.06,534.7,506684.0,서울시,,1179.0,,205.0,,159.0,,5.0,,811.0,,1.0,
계,양천구,2010,277.4,220.8,66.7,154.1,45.0,11.6,,0.55,277.4,505223.0,서울시,958.6,863.6,123.3,66.7,154.1,154.1,,,681.2,642.8,3.6,0.8,
계,양천구,2011,257.4,184.1,50.9,133.2,65.5,7.8,,0.51,257.4,505605.0,서울시,1297.9,1149.2,124.2,50.9,133.2,133.2,57.1,,983.4,965.1,9.9,5.0,
계,양천구,2012,274.5,173.2,38.1,135.1,96.5,4.8,,0.55,274.5,500533.0,서울시,744.1,609.9,141.0,39.7,133.5,133.5,18.6,2.9,451.0,433.8,21.6,0.5,
계,양천구,2013,276.1,179.1,41.0,138.1,89.5,7.5,,0.56,276.1,496934.0,서울시,1328.7,1169.5,138.0,41.0,138.1,138.1,19.0,2.8,1033.6,987.6,18.6,1.5,
계,양천구,2014,347.9,230.7,111.3,119.4,96.3,20.9,,0.71,347.9,490708.0,서울시,995.2,795.3,228.5,111.3,119.4,119.4,61.8,2.7,585.5,561.9,17.0,1.8,
계,양천구,2015,322.5,222.5,105.3,117.2,81.0,19.0,,0.66,322.5,489010.0,서울시,1025.1,834.0,205.3,105.3,117.2,117.2,69.0,2.7,633.6,608.8,18.1,1.8,
계,양천구,2016,287.9,187.4,75.6,111.8,81.6,18.9,,0.6,287.9,481845.0,서울시,1312.3,1149.5,176.1,75.6,111.8,111.8,58.5,2.7,965.9,959.4,33.7,1.8,
계,양천구,2017,295.4,194.2,85.8,108.4,80.4,20.8,,0.62,295.4,475018.0,서울시,1193.6,1035.2,187.0,85.8,108.4,108.4,56.1,2.5,842.1,838.5,16.7,1.8,
계,양천구,2018,297.7,200.0,95.1,104.9,84.2,13.5,,0.64,297.7,468145.0,서울시,1063.1,907.3,192.8,95.1,104.9,104.9,42.7,1.2,722.7,706.1,20.5,1.9,
계,양천구,2019,340.8,221.5,104.0,117.5,101.3,18.0,,0.74,340.8,462285.0,서울시,1089.9,922.3,243.2,123.9,97.6,97.6,40.6,0.6,708.5,700.2,17.8,1.6,
계,양천구,2020,144360.0,104623.0,72041.0,32582.0,33003.0,6734.0,,0.86,394.4,457781.0,서울시,452105.0,394133.0,144360.0,104623.0,,,15876.0,514.0,291869.0,288996.0,5935.0,665.0,87.2
계,양천구,2021,128894.0,86602.0,54322.0,32280.0,30053.0,10819.0,1420.0,0.78,353.1,450487.0,서울시,396564.0,334463.0,128894.0,86602.0,,,18134.0,730.0,249536.0,247131.0,3896.0,647.0,84.3
계,양천구,2022,123688.0,80582.0,47876.0,32706.0,33872.0,6324.0,2911.0,0.76,338.9,444010.0,서울시,304154.0,242188.0,123688.0,80582.0,,,26016.0,7159.0,154450.0,154447.0,2803.0,675.0,79.6
계,양천구,2023,115678.0,78725.0,48748.0,29977.0,29907.0,6779.0,266.0,0.72,316.9,439252.0,서울시,244751.0,188397.0,115678.0,78725.0,,,21244.0,1842.0,107829.0,107829.0,3023.0,786.0,77.0
계,양천구,2024,121756.0,72237.0,42695.0,29542.0,33545.0,6453.0,9522.0,0.77,332.7,434351.0,서울시,329437.0,260506.0,121756.0,72237.0,,,19846.0,438.0,187835.0,187832.0,3383.0,817.0,79.1
계,영등포구,2000,596.2,217.7,155.0,62.7,0.7,377.8,,,,,서울시,,860.0,,215.0,,,,52.0,,593.0,,,
계,영등포구,2001,628.0,226.4,162.2,64.2,7.0,394.6,,,,,서울시,,1837.0,,226.0,,,,68.0,,1543.0,,,
계,영등포구,2002,670.3,252.3,192.4,59.9,10.0,408.0,,,,,서울시,,1529.0,,252.0,,,,75.0,,1202.0,,,
계,영등포구,2003,686.4,272.8,208.7,64.1,7.2,406.4,,,,,서울시,,1912.0,,273.0,,,,54.0,,1586.0,,,
계,영등포구,2004,658.2,317.3,183.5,133.8,7.3,333.6,,,,,서울시,,2086.0,,205.0,,113.0,,61.0,,1708.0,,5.0,
계,영등포구,2005,559.5,344.7,163.7,181.0,4.3,210.5,,,,,서울시,,1576.0,,164.0,,181.0,,39.0,,1192.0,,5.0,
계,영등포구,2006,540.4,354.2,163.1,191.1,6.0,180.2,,,,,서울시,,1360.0,,202.0,,191.0,,99.0,,868.0,,4.0,
계,영등포구,2007,561.9,360.5,163.7,196.8,67.5,133.9,,,,,서울시,,1725.0,,164.0,,197.0,,30.0,,1334.0,,11.0,
계,영등포구,2008,599.8,411.5,201.7,209.8,91.2,97.1,,,,,서울시,,1558.0,,202.0,,210.0,,34.0,,1112.0,,4.0,
계,영등포구,2009,537.0,407.1,200.2,206.9,66.7,63.2,,1.22,537.0,441747.0,서울시,,1908.0,,200.0,,207.0,,23.0,,1479.0,,5.0,
계,영등포구,2010,541.1,422.1,215.1,207.0,46.5,72.5,,1.21,541.1,445648.0,서울시,1657.2,1490.6,334.1,215.1,207.0,207.0,25.3,25.3,1090.8,1043.2,15.9,6.5,
계,영등포구,2011,366.0,227.3,20.4,206.9,110.2,28.5,,0.83,366.0,439555.0,서울시,1658.2,1442.2,158.7,20.0,207.3,207.3,12.0,5.4,1280.2,1209.5,7.5,0.8,
계,영등포구,2012,403.2,246.5,47.3,199.2,126.2,30.5,,0.94,403.2,426876.0,서울시,1801.0,1609.0,204.0,47.3,199.2,199.2,,,1397.8,1362.5,15.8,3.6,
계,영등포구,2013,305.8,163.7,22.9,140.8,112.2,29.9,,0.73,305.8,421577.0,서울시,1319.8,1129.6,165.0,22.9,140.8,140.8,12.6,6.7,1001.4,959.2,14.5,3.3,
계,영등포구,2014,356.1,196.2,59.1,137.1,119.9,40.0,,0.84,356.1,421436.0,서울시,1674.8,1468.2,219.0,59.1,137.1,137.1,93.8,71.5,1224.9,1200.5,4.7,0.2,
계,영등포구,2015,389.9,249.0,88.3,160.7,113.5,27.4,,0.93,389.9,417811.0,서울시,1276.6,1081.0,229.2,88.3,160.7,160.7,93.7,71.3,793.0,760.7,16.6,3.8,
계,영등포구,2016,406.8,287.7,132.7,155.0,97.4,21.7,,1.0,406.8,406779.0,서울시,1641.7,1479.2,251.8,132.7,155.0,155.0,14.6,11.3,1220.3,1180.2,13.4,3.2,
계,영등포구,2017,340.7,230.2,75.7,154.5,88.5,22.0,,0.85,340.7,402024.0,서울시,3012.7,2870.7,186.2,75.7,154.5,154.5,41.2,41.2,2630.8,2599.3,12.3,2.8,
계,영등포구,2018,335.3,216.6,82.3,134.3,106.4,12.3,,0.83,335.3,403600.0,서울시,2322.4,2191.6,201.0,82.3,134.3,134.3,41.3,41.3,1945.8,1933.7,12.4,2.8,
계,영등포구,2019,417.3,266.4,111.0,155.4,99.6,47.6,3.7,1.04,417.3,400986.0,서울시,2540.7,2374.6,270.9,120.0,146.4,146.4,38.7,38.6,2084.7,2069.6,15.4,2.9,
계,영등포구,2020,164492.0,108772.0,58838.0,49934.0,44477.0,9801.0,1442.0,1.1,449.4,407367.0,서울시,783413.0,724246.0,164492.0,108772.0,,,20695.0,20504.0,598226.0,594970.0,5778.0,1056.0,92.4
계,영등포구,2021,161206.0,112103.0,64107.0,47997.0,32519.0,14311.0,2274.0,1.1,441.7,400908.0,서울시,697666.0,641902.0,161206.0,112103.0,,,16433.0,15922.0,520027.0,513877.0,5380.0,1139.0,92.0
계,영등포구,2022,167303.0,113275.0,65114.0,48162.0,39621.0,13033.0,1375.0,1.15,458.4,398085.0,서울시,820843.0,761703.0,167303.0,113275.0,,,31221.0,26187.0,622319.0,622241.0,4808.0,1250.0,92.8
계,영등포구,2023,166688.0,114964.0,66360.0,48604.0,40194.0,10454.0,1076.0,1.15,456.7,397800.0,서울시,562288.0,509396.0,166688.0,114964.0,,,16535.0,16149.0,379065.0,378282.0,4831.0,1354.0,90.6
계,영등포구,2024,158377.0,106906.0,60696.0,46210.0,42491.0,7829.0,1150.0,1.09,432.7,397173.0,서울시,588576.0,536932.0,158377.0,106906.0,,,16008.0,15870.0,414191.0,414156.0,4706.0,1354.0,91.2
계,용산구,2000,345.8,127.6,107.0,20.6,2.5,215.7,,,,,서울시,,2168.0,,125.0,,,,11.0,,2032.0,,,
계,용산구,2001,351.0,133.3,97.2,36.1,0.7,217.0,,,,,서울시,,491.0,,133.0,,,,,,358.0,,,
계,용산구,2002,350.8,137.7,98.1,39.6,,213.1,,,,,서울시,,1521.0,,138.0,,,,,,1383.0,,,
계,용산구,2003,346.2,135.6,96.4,39.2,9.7,200.9,,,,,서울시,,1247.0,,136.0,,,,,,1112.0,,,
계,용산구,2004,343.1,138.5,80.6,57.9,9.1,195.5,,,,,서울시,,237.0,,96.0,,43.0,,,,98.0,,4.0,
계,용산구,2005,300.8,173.8,71.8,102.0,94.2,32.8,,,,,서울시,,1163.0,,72.0,,102.0,,,,989.0,,4.0,
계,용산구,2006,326.2,172.8,83.3,89.5,124.2,29.2,,,,,서울시,,783.0,,63.0,,90.0,,0.0,,631.0,,3.0,
계,용산구,2007,286.1,148.0,63.8,84.2,110.7,27.4,,,,,서울시,,834.0,,64.0,,84.0,,,,686.0,,4.0,
계,용산구,2008,284.4,148.9,62.7,86.2,111.8,23.7,,,,,서울시,,2037.0,,63.0,,86.0,,,,1888.0,,2.0,
계,용산구,2009,326.7,217.1,123.7,93.4,90.8,18.8,,1.3,326.7,251200.0,서울시,,1164.0,,124.0,,93.0,,,,947.0,,5.0,
계,용산구,2010,203.7,180.8,85.0,95.8,16.7,6.2,,0.79,203.7,257143.0,서울시,910.7,867.0,107.9,85.0,95.8,95.8,,,707.0,686.2,6.3,2.3,
계,용산구,2011,214.2,105.1,20.4,84.7,97.3,11.8,,0.83,214.2,259288.0,서울시,1091.3,969.8,129.5,20.4,84.7,84.7,,,877.1,864.7,7.5,4.2,
계,용산구,2012,227.9,122.5,39.8,82.7,97.0,8.4,,0.89,227.9,255294.0,서울시,1887.9,1630.2,145.2,39.8,82.7,82.7,,,1660.0,1507.7,10.4,1.4,
계,용산구,2013,193.2,97.3,19.3,78.0,87.6,8.3,,0.77,193.2,251925.0,서울시,903.5,792.4,115.2,19.3,78.0,78.0,,,710.3,695.1,5.0,1.9,
계,용산구,2014,273.0,177.3,100.2,77.1,86.9,8.8,,1.09,273.0,249914.0,서울시,1210.2,1095.7,195.9,100.2,77.1,77.1,,,937.2,918.4,7.4,1.8,
계,용산구,2015,255.1,165.5,87.7,77.8,79.9,9.7,,1.03,255.1,247909.0,서울시,907.3,802.7,177.3,87.7,77.8,77.8,42.0,42.0,610.6,595.6,5.5,1.8,
계,용산구,2016,262.1,166.9,89.7,77.2,83.9,11.3,,1.07,262.1,245102.0,서울시,914.9,805.3,184.9,89.7,77.2,77.2,38.6,38.6,614.2,599.8,6.3,2.1,
계,용산구,2017,262.7,166.2,91.3,74.9,79.4,17.1,,1.07,262.7,244444.0,서울시,1564.1,1440.1,187.8,91.3,74.9,74.9,12.3,9.8,1289.1,1264.1,4.9,1.2,
계,용산구,2018,288.4,193.0,118.9,74.1,74.5,20.9,,1.18,288.4,245090.0,서울시,1155.5,1051.5,214.3,118.9,74.1,74.1,11.6,10.8,855.5,847.7,5.1,1.2,
계,용산구,2019,305.2,198.6,127.8,70.8,69.3,31.3,6.0,1.24,305.2,245185.0,서울시,1137.4,1008.5,231.1,124.5,74.1,74.1,11.0,7.4,821.2,802.5,3.4,1.1,
계,용산구,2020,110255.0,72190.0,48882.0,23308.0,28417.0,9575.0,73.0,1.23,301.2,244645.0,서울시,382283.0,339171.0,110255.0,72190.0,,,5023.0,4709.0,267005.0,262272.0,2976.0,1400.0,88.7
계,용산구,2021,107173.0,68334.0,45669.0,22665.0,29489.0,9113.0,237.0,1.24,293.6,237285.0,서울시,568349.0,527388.0,107173.0,68334.0,,,204139.0,203377.0,257038.0,255678.0,2331.0,821.0,92.8
계,용산구,2022,216363.0,178471.0,153510.0,24960.0,31172.0,6511.0,209.0,2.54,592.8,233284.0,서울시,947105.0,907608.0,216363.0,178471.0,,,365558.0,365180.0,365184.0,363958.0,2603.0,770.0,95.8
계,용산구,2023,208742.0,171993.0,149004.0,22989.0,31658.0,4979.0,111.0,2.52,571.9,227106.0,서울시,859006.0,820708.0,208742.0,171993.0,,,240879.0,240358.0,409386.0,408357.0,2818.0,1037.0,95.5
계,용산구,2024,103895.0,67515.0,42197.0,25318.0,32618.0,3506.0,257.0,1.31,283.9,217194.0,서울시,421774.0,384982.0,103895.0,67515.0,,,43457.0,43190.0,274422.0,274278.0,2273.0,552.0,91.3
계,은평구,2000,359.0,145.0,116.0,29.0,1.7,212.3,,,,,서울시,,531.0,,138.0,,,,,,393.0,,,
계,은평구,2001,386.9,171.5,119.7,51.8,3.4,212.0,,,,,서울시,,807.0,,172.0,,,,,,636.0,,,
계,은평구,2002,404.6,178.7,124.0,54.7,3.4,222.5,,,,,서울시,,1129.0,,179.0,,,,3.0,,947.0,,,
계,은평구,2003,382.7,153.9,95.4,58.5,3.3,225.5,,,,,서울시,,731.0,,154.0,,,,,,577.0,,,
계,은평구,2004,347.8,141.9,66.8,75.1,2.6,203.3,,,,,서울시,,606.0,,85.0,,57.0,,,,464.0,,2.0,
계,은평구,2005,331.3,188.6,102.6,86.0,4.3,138.4,,,,,서울시,,1357.0,,103.0,,86.0,,,,1168.0,,2.0,
계,은평구,2006,318.9,172.6,87.9,84.7,8.0,138.3,,,,,서울시,,2138.0,,55.0,,85.0,,,,1997.0,,3.0,
계,은평구,2007,295.3,147.7,60.6,87.1,9.3,138.3,,,,,서울시,,3096.0,,61.0,,87.0,,,,2948.0,,2.0,
계,은평구,2008,286.4,139.2,55.4,83.8,25.8,121.4,,,,,서울시,,3382.0,,55.0,,84.0,,,,3242.0,,2.0,
계,은평구,2009,344.4,215.1,137.8,77.3,28.7,100.6,,0.73,344.4,470782.0,서울시,,2191.0,,138.0,,77.0,,0.0,,1975.0,,2.0,
계,은평구,2010,264.6,130.4,52.1,78.3,40.3,93.9,,0.54,264.6,492925.0,서울시,1238.5,1086.2,186.3,52.1,78.3,78.3,3.1,0.3,970.8,955.5,6.3,2.0,
계,은평구,2011,270.3,136.2,55.9,80.3,39.4,94.7,,0.54,270.3,498350.0,서울시,1692.7,1546.8,186.7,52.6,83.6,83.6,3.1,0.3,1419.3,1410.3,4.3,2.0,
계,은평구,2012,261.1,136.0,62.9,73.1,43.7,81.4,,0.52,261.1,505902.0,서울시,1524.4,1273.0,188.0,62.9,73.1,73.1,14.9,11.4,1248.4,1125.6,5.7,1.6,
계,은평구,2013,294.9,153.9,69.2,84.7,41.9,99.1,,0.58,294.9,508111.0,서울시,1273.4,1014.1,210.2,69.2,84.7,84.7,14.9,11.4,963.6,848.8,5.4,1.6,
계,은평구,2014,300.3,158.2,69.6,88.6,44.5,97.6,,0.6,300.3,503243.0,서울시,1271.5,1051.7,211.7,69.6,88.6,88.6,32.9,28.5,938.3,865.0,5.6,1.7,
계,은평구,2015,227.5,159.8,66.6,93.2,40.8,26.9,,0.45,227.5,502578.0,서울시,1348.3,1214.5,134.3,66.6,93.2,93.2,32.9,28.5,1087.9,1026.2,6.4,1.5,
계,은평구,2016,283.4,148.6,57.3,91.3,85.8,49.0,,0.57,283.4,495937.0,서울시,2010.9,1856.8,192.1,57.3,91.3,91.3,28.8,28.8,1698.7,1679.4,7.2,2.0,
계,은평구,2017,319.6,183.3,96.6,86.7,71.8,64.5,,0.65,319.6,491202.0,서울시,2342.4,2196.2,232.9,96.6,86.7,86.7,31.4,31.4,1991.4,1981.5,6.2,1.5,
계,은평구,2018,333.3,195.0,110.8,84.2,49.7,88.6,,0.68,333.3,487666.0,서울시,2043.5,1895.6,249.1,110.8,84.2,84.2,11.4,11.4,1698.8,1689.2,6.6,1.4,
계,은평구,2019,369.0,224.9,150.8,74.1,49.2,94.5,0.4,0.76,369.0,484546.0,서울시,2303.7,2144.9,284.4,140.3,84.6,84.6,5.5,4.1,1929.2,1915.9,7.5,1.5,
계,은평구,2020,139243.0,81603.0,52496.0,29107.0,19271.0,38299.0,71.0,0.79,380.4,484043.0,서울시,786241.0,725137.0,139243.0,81603.0,,,1442.0,1442.0,645555.0,642091.0,2980.0,625.0,92.2
계,은평구,2021,138304.0,83540.0,55091.0,28450.0,14275.0,40420.0,69.0,0.79,378.9,477173.0,서울시,474065.0,418589.0,138304.0,83540.0,,,82.0,72.0,335679.0,334977.0,3905.0,669.0,88.3
계,은평구,2022,128783.0,72461.0,44847.0,27614.0,16763.0,38861.0,698.0,0.75,352.8,470602.0,서울시,477827.0,421351.0,128783.0,72461.0,,,35.0,35.0,349009.0,348856.0,3336.0,754.0,88.2
계,은평구,2023,123761.0,74038.0,47526.0,26512.0,16353.0,33351.0,20.0,0.72,339.1,470869.0,서울시,392490.0,342615.0,123761.0,74038.0,,,10304.0,10151.0,258426.0,258426.0,3455.0,873.0,87.3
계,은평구,2024,127441.0,72827.0,46712.0,26115.0,24803.0,29811.0,,0.75,348.2,465350.0,서울시,615338.0,559766.0,127441.0,72827.0,,,12231.0,11603.0,475666.0,475336.0,3478.0,915.0,91.0
계,종로구,2000,439.3,157.7,124.0,33.7,1.6,280.0,,,,,서울시,,191.0,,149.0,,,,,,42.0,,,
계,종로구,2001,445.8,151.3,91.2,60.1,5.8,288.7,,,,,서울시,,180.0,,151.0,,,,,,29.0,,,
계,종로구,2002,455.8,179.3,119.5,59.8,5.7,270.8,,,,,서울시,,388.0,,179.0,,,,,,208.0,,,
계,종로구,2003,479.1,220.1,155.6,64.5,6.1,252.9,,,,,서울시,,585.0,,220.0,,,,,,365.0,,,
계,종로구,2004,498.6,270.0,170.2,99.8,6.6,222.0,,,,,서울시,,1564.0,,192.0,,78.0,,,,1294.0,,2.0,
계,종로구,2005,564.9,396.7,269.4,127.3,6.8,161.4,,,,,서울시,,1907.0,,270.0,,127.0,,,,1510.0,,2.0,
계,종로구,2006,442.8,271.5,150.5,121.0,6.2,165.1,,,,,서울시,,1307.0,,151.0,,121.0,,2.0,,1033.0,,1.0,
계,종로구,2007,467.0,300.4,175.4,125.0,7.0,159.6,,,,,서울시,,810.0,,175.0,,125.0,,,,510.0,,2.0,
계,종로구,2008,432.5,273.4,151.4,122.0,8.4,150.7,,,,,서울시,,884.0,,151.0,,122.0,,,,610.0,,2.0,
계,종로구,2009,385.4,242.9,121.5,121.4,98.8,43.7,,2.17,385.4,177543.0,서울시,,1366.0,,122.0,,121.0,,,,1123.0,,2.0,
계,종로구,2010,439.0,288.0,154.1,133.9,85.7,65.3,,2.45,439.0,179362.0,서울시,1414.0,1207.3,305.1,154.1,133.9,133.9,,,975.0,919.3,13.6,2.0,
계,종로구,2011,411.0,261.1,157.9,103.2,85.4,64.5,,2.32,411.0,177419.0,서울시,1406.2,1237.7,304.6,154.7,106.4,106.4,,,995.2,976.6,19.0,5.5,
계,종로구,2012,386.6,268.9,159.9,109.0,102.8,14.9,,2.23,386.6,173148.0,서울시,1066.2,931.3,277.6,159.9,109.0,109.0,,,679.6,662.4,14.6,2.6,
계,종로구,2013,354.7,222.5,106.9,115.6,98.8,33.4,,2.11,354.7,167867.0,서울시,1157.3,1009.8,239.1,106.9,115.6,115.6,,,802.6,787.3,24.2,2.4,
계,종로구,2014,365.4,227.4,107.9,119.5,103.9,34.1,,2.21,365.4,165344.0,서울시,1860.8,1710.7,245.9,107.9,119.5,119.5,,,1495.4,1483.3,24.5,2.5,
계,종로구,2015,324.4,200.5,103.7,96.8,91.9,32.0,,1.98,324.4,163822.0,서울시,720.3,575.1,227.6,103.7,96.8,96.8,,,395.9,374.6,24.1,2.1,
계,종로구,2016,406.0,227.2,119.3,107.9,142.5,36.3,,2.51,406.0,161922.0,서울시,945.6,742.4,298.1,119.3,107.9,107.9,,,539.6,515.2,28.2,4.4,
계,종로구,2017,375.1,227.7,122.3,105.4,109.6,37.8,,2.28,375.1,164257.0,서울시,855.6,698.4,269.7,122.3,105.4,105.4,,,480.5,470.7,14.8,1.2,
계,종로구,2018,362.7,234.7,133.9,100.8,86.1,41.9,,2.22,362.7,163026.0,서울시,946.5,811.1,261.9,133.9,100.8,100.8,,,583.8,576.4,19.6,4.6,
계,종로구,2019,339.9,219.6,124.5,95.1,79.9,40.3,0.1,2.1,339.9,161869.0,서울시,860.1,728.0,244.3,124.0,95.6,95.6,0.6,0.2,519.6,508.2,21.9,7.3,
계,종로구,2020,96692.0,56165.0,28337.0,27828.0,30536.0,9466.0,525.0,1.66,264.2,158996.0,서울시,342206.0,299486.0,96692.0,56165.0,,,536.0,375.0,244977.0,242946.0,6916.0,1831.0,87.5
계,종로구,2021,83878.0,45404.0,20135.0,25269.0,30427.0,7518.0,529.0,1.49,229.8,153789.0,서울시,419436.0,379918.0,83878.0,45404.0,,,575.0,448.0,334984.0,334066.0,7666.0,1847.0,90.6
계,종로구,2022,104369.0,62003.0,33722.0,28281.0,35421.0,6635.0,310.0,1.88,285.9,152211.0,서울시,381189.0,337063.0,104369.0,62003.0,,,964.0,577.0,275856.0,274483.0,6828.0,1247.0,88.4
계,종로구,2023,97419.0,54632.0,25469.0,29163.0,35774.0,5645.0,1368.0,1.77,266.9,150453.0,서울시,319564.0,271653.0,97419.0,54632.0,,,5548.0,567.0,216598.0,216454.0,6669.0,1434.0,85.0
계,종로구,2024,98887.0,58688.0,29130.0,29559.0,35903.0,3869.0,427.0,1.81,270.2,149608.0,서울시,274926.0,233974.0,98887.0,58688.0,,,2447.0,1746.0,173592.0,173540.0,5592.0,1277.0,85.1
계,중구,2000,513.6,225.6,131.0,94.6,0.8,287.2,,,,,서울시,,650.0,,223.0,,,,,,427.0,,,
계,중구,2001,587.1,282.4,188.5,93.9,1.1,303.6,,,,,서울시,,642.0,,282.0,,,,,,360.0,,,
계,중구,2002,550.1,241.9,150.4,91.5,1.4,306.8,,,,,서울시,,626.0,,242.0,,,,,,384.0,,,
계,중구,2003,546.7,259.7,150.4,109.3,2.4,284.6,,,,,서울시,,1976.0,,260.0,,,,,,1716.0,,,
계,중구,2004,512.5,241.3,138.8,102.5,1.9,269.3,,,,,서울시,,1079.0,,140.0,,102.0,,,,838.0,,3.0,
계,중구,2005,485.4,269.7,129.1,140.6,153.9,61.8,,,,,서울시,,1007.0,,128.0,,141.0,,,,738.0,,3.0,
계,중구,2006,499.3,277.7,127.9,149.9,182.6,39.0,,,,,서울시,,1902.0,,262.0,,150.0,,0.0,,1490.0,,3.0,
계,중구,2007,501.8,277.7,136.5,141.2,195.6,28.5,,,,,서울시,,1827.0,,137.0,,141.0,,,,1549.0,,2.0,
계,중구,2008,621.3,405.3,261.8,143.5,184.6,31.4,,,,,서울시,,2000.0,,262.0,,144.0,,,,1595.0,,4.0,
계,중구,2009,487.4,290.7,147.4,143.3,155.3,41.4,,3.54,487.4,137861.0,서울시,,1631.0,,147.0,,143.0,,,,1340.0,,3.0,
계,중구,2010,529.2,288.4,148.4,140.0,198.1,42.7,,3.75,529.2,141200.0,서울시,1295.1,1015.1,389.2,148.4,140.0,140.0,0.2,,765.7,726.7,7.4,2.5,
계,중구,2011,562.9,318.2,175.5,142.7,203.3,41.4,,3.98,562.9,141567.0,서울시,1267.9,981.5,420.2,175.5,142.7,142.7,0.1,,704.9,663.3,9.0,4.8,
계,중구,2012,553.4,330.5,182.6,147.9,208.6,14.3,,3.93,553.4,140807.0,서울시,1048.4,798.4,405.5,182.6,147.9,147.9,0.1,,494.9,467.9,8.1,2.5,
계,중구,2013,507.9,327.9,196.5,131.4,166.7,13.3,,3.68,507.9,137990.0,서울시,1197.3,986.0,376.5,196.5,131.4,131.4,0.1,,689.3,658.1,7.6,2.3,
계,중구,2014,504.5,317.1,187.1,130.0,168.0,19.4,,3.7,504.5,136227.0,서울시,1574.8,1365.6,374.5,187.1,130.0,130.0,,,1070.3,1048.5,7.4,2.2,
계,중구,2015,500.3,315.1,187.3,127.8,164.5,20.7,,3.72,500.3,134329.0,서울시,1328.1,1088.2,372.5,187.3,127.8,127.8,,,827.8,773.1,7.1,2.2,
